cde_Pays;pays;cde_depense;depense_cat;depense_cat_courte;depense;depense_courte;annee;montant
IRL;Irlande;GF0505;05 - Protection de l environnement;Protection de l environnement;05.5 - R-D dans le domaine de la protection de l environnement;RetD dans le domaine de la protection de l'environnement;2021;0,02401
IRL;Irlande;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;2021;0,0001
IRL;Irlande;GF0907;09 - Enseignement;Enseignement;09.7 - R-D dans le domaine de l enseignement;RetD dans le domaine de l'enseignement;2021;0,0061
IRL;Irlande;GF0706;07 - Sante;Sante;07.6 - Sante n.c.a.;Sante n.c.a.;2021;1,4323
IRL;Irlande;GF0107;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.7 - Operations concernant la dette publique;Operations concernant la dette publique;2021;3,34127
IRL;Irlande;GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.1 - Services recreatifs et sportifs;Services recreatifs et sportifs;2021;0,3959
IRL;Irlande;GF1008;10 - Protection sociale;Protection sociale;10.8 - R-D dans le domaine de la protection sociale;RetD dans le domaine de la protection sociale;2021;0,01463
IRL;Irlande;GF0302;03 - Ordre et securite publics;Ordre et securite publics;03.2 - Services de protection civile;Services de protection civile;2021;0,38173
IRL;Irlande;GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;2021;0,00094
IRL;Irlande;GF0409;04 - Affaires economiques;Affaires economiques;04.9 - Affaires economiques n.c.a.;Affaires economiques n.c.a.;2021;0,14624
IRL;Irlande;GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;2021;10,46798
IRL;Irlande;GF0903;09 - Enseignement;Enseignement;09.3 - Enseignement postsecondaire non superieur;Enseignement postsecondaire non superieur;2021;0,11731
IRL;Irlande;GF0403;04 - Affaires economiques;Affaires economiques;04.3 - Combustibles et energie;Combustibles et energie;2021;0,18142
IRL;Irlande;GF1007;10 - Protection sociale;Protection sociale;10.7 - Exclusion sociale n.c.a.;Exclusion sociale n.c.a.;2021;0,53053
IRL;Irlande;GF1006;10 - Protection sociale;Protection sociale;10.6 - Logement;Logement;2021;3,55726
IRL;Irlande;GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.3 - Services de radiodiffusion, de television et d edition;Services de radiodiffusion, de television et d'edition;2021;0,65792
IRL;Irlande;GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.2 - equipements collectifs;Equipements collectifs;2021;0,41955
IRL;Irlande;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.4 - Recherche fondamentale;Recherche fondamentale;2021;0,35714
IRL;Irlande;GF0301;03 - Ordre et securite publics;Ordre et securite publics;03.1 - Services de police;Services de police;2021;1,93066
IRL;Irlande;GF0203;02 - Defense;Defense;02.3 - Aide militaire a des pays etrangers;Aide militaire a des pays etrangers;2021;0,06138
IRL;Irlande;GF0204;02 - Defense;Defense;02.4 - R-D concernant la defense;R et D concernant la defense;2021;0,00098
IRL;Irlande;GF0504;05 - Protection de l environnement;Protection de l environnement;05.4 - Preservation de la diversite biologique et protection de la nature;Preservation de la diversite biologique et protection de la nature;2021;0,09993
IRL;Irlande;GF1004;10 - Protection sociale;Protection sociale;10.4 - Famille et enfants;Famille et enfants;2021;3,61799
IRL;Irlande;GF03;03 - Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;Ordre et securite publics;2021;3,43061
IRL;Irlande;GF0901;09 - Enseignement;Enseignement;09.1 - Enseignement preelementaire et primaire;Enseignement preelementaire et primaire;2021;4,9835
IRL;Irlande;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.3 - Services generaux;Services generaux;2021;1,47062
IRL;Irlande;GF02;02 - Defense;Defense;02 - Defense;Defense nationale;2021;0,88354
IRL;Irlande;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.4 - Culte et autres services communautaires;Culte et autres services communautaires;2021;0,03949
IRL;Irlande;GF05;05 - Protection de l environnement;Protection de l environnement;05 - Protection de l environnement;Protection de l'environnement;2021;1,29494
IRL;Irlande;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.6 - Logement et equipements collectifs n.c.a.;Logement et equipements collectifs n.c.a.;2021;0,04688
IRL;Irlande;GF0407;04 - Affaires economiques;Affaires economiques;04.7 - Autres branches d activite;Autres branches d'activite;2021;0,44007
IRL;Irlande;GF0501;05 - Protection de l environnement;Protection de l environnement;05.1 - Gestion des dechets;Gestion des dechets;2021;0,06436
IRL;Irlande;GF0904;09 - Enseignement;Enseignement;09.4 - Enseignement superieur;Enseignement superieur;2021;2,20856
IRL;Irlande;GF0405;04 - Affaires economiques;Affaires economiques;04.5 - Transports;Transports;2021;5,02186
IRL;Irlande;GF0702;07 - Sante;Sante;07.2 - Services ambulatoires;Services ambulatoires;2021;7,91478
IRL;Irlande;GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;RetD dans le domaine des loisirs, de la culture et du culte;2021;0,0041
IRL;Irlande;GF07;07 - Sante;Sante;07 - Sante;Sante;2021;22,67788
IRL;Irlande;GF0705;07 - Sante;Sante;07.5 - R-D dans le domaine de la sante;RetD dans le domaine de la sante;2021;0,02764
IRL;Irlande;GF0202;02 - Defense;Defense;02.2 - Defense civile;Defense civile;2021;0,03232
IRL;Irlande;GF0502;05 - Protection de l environnement;Protection de l environnement;05.2 - Gestion des eaux usees;Gestion des eaux usees;2021;0,73235
IRL;Irlande;GF0401;04 - Affaires economiques;Affaires economiques;04.1 - Tutelle de l economie generale, des echanges et de l emploi;Tutelle de l'economie generale, des echanges et de l'emploi;2021;6,28212
IRL;Irlande;GF0506;05 - Protection de l environnement;Protection de l environnement;05.6 - Protection de l environnement n.c.a.;Protection de l'environnement n.c.a.;2021;0,09027
IRL;Irlande;GF0204;02 - Defense;Defense;02.4 - R-D concernant la defense;R et D concernant la defense;2022;0
IRL;Irlande;GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;2022;0
IRL;Irlande;GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;Transferts de caractere general entre administrations publiques;2022;0
IRL;Irlande;GF0205;02 - Defense;Defense;02.5 - Defense n.c.a.;Defense n.c.a.;2022;0,0428
IRL;Irlande;GF0704;07 - Sante;Sante;07.4 - Services de sante publique;Services de sante publique;2022;1,81278
IRL;Irlande;GF0701;07 - Sante;Sante;07.1 - Produits, appareils et materiels medicaux;Produits, appareils et materiels medicaux;2022;2,67813
IRL;Irlande;GF0201;02 - Defense;Defense;02.1 - Defense militaire;Defense militaire;2022;0,78362
IRL;Irlande;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;06 - Logements et equipements collectifs;Logement et developpement collectif;2022;2,52551
IRL;Irlande;GF0503;05 - Protection de l environnement;Protection de l environnement;05.3 - Lutte contre la pollution;Lutte contre la pollution;2022;0,33784
IRL;Irlande;GF0404;04 - Affaires economiques;Affaires economiques;04.4 - Industries extractives et manufacturieres, construction;Industries extractives et manufacturieres, construction;2022;0,16289
IRL;Irlande;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.2 - Aide economique exterieure;Aide economique exterieure;2022;0,51555
IRL;Irlande;GF10;10 - Protection sociale;Protection sociale;10 - Protection sociale;Securite sociale et oeuvres sociales;2022;38,06268
IRL;Irlande;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.1 - Logements;Logements;2022;0,7932
IRL;Irlande;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;2022;4,70187
IRL;Irlande;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;08 - Loisirs, culture et culte;Loisirs, culture et cultes;2022;2,19354
IRL;Irlande;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.4 - eclairage public;Eclairage public;2022;0,0447
IRL;Irlande;GF0303;03 - Ordre et securite publics;Ordre et securite publics;03.3 - Tribunaux;Tribunaux;2022;0,77699
IRL;Irlande;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.2 - Services culturels;Services culturels;2022;0,97555
IRL;Irlande;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.6 - Services generaux des administrations publiques n.c.a.;Services generaux des administrations publiques n.c.a.;2022;0,01229
IRL;Irlande;GF0402;04 - Affaires economiques;Affaires economiques;04.2 - Agriculture, sylviculture, peche et chasse;Agriculture, sylviculture, peche et chasse;2022;1,38314
IRL;Irlande;GF1001;10 - Protection sociale;Protection sociale;10.1 - Maladie et invalidite;Maladie et invalidite;2022;5,27548
IRL;Irlande;GF1002;10 - Protection sociale;Protection sociale;10.2 - Vieillesse;Vieillesse;2022;15,67313
IRL;Irlande;GF0408;04 - Affaires economiques;Affaires economiques;04.8 - R-D concernant les affaires economiques;RetD concernant les affaires economiques;2022;0,56292
IRL;Irlande;GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.3 - Alimentation en eau;Alimentation en eau;2022;1,13478
IRL;Irlande;GF0906;09 - Enseignement;Enseignement;09.6 - Services annexes a l enseignement;Services annexes a l'enseignement;2022;0,35912
IRL;Irlande;GF09;09 - Enseignement;Enseignement;09 - Enseignement;Enseignement;2022;13,17006
IRL;Irlande;GF1005;10 - Protection sociale;Protection sociale;10.5 - Chomage;Chomage;2022;4,03444
IRL;Irlande;GF1003;10 - Protection sociale;Protection sociale;10.3 - Survivants;Survivants;2022;1,95798
IRL;Irlande;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.6 - Loisirs, culture et culte n.c.a.;Loisirs, culture et culte n.c.a.;2022;0,0469
IRL;Irlande;GF0304;03 - Ordre et securite publics;Ordre et securite publics;03.4 - Administration penitentiaire;Administration penitentiaire;2022;0,23118
IRL;Irlande;GF0905;09 - Enseignement;Enseignement;09.5 - Enseignement non defini par niveau;Enseignement non defini par niveau;2022;0,21064
IRL;Irlande;GF0902;09 - Enseignement;Enseignement;09.2 - Enseignement secondaire;Enseignement secondaire;2022;4,73951
IRL;Irlande;GF0306;03 - Ordre et securite publics;Ordre et securite publics;03.6 - Ordre et securite publics n.c.a.;Ordre et securite publics n.c.a.;2022;0,21664
IRL;Irlande;GF1009;10 - Protection sociale;Protection sociale;10.9 - Protection sociale n.c.a.;Protection sociale n.c.a.;2022;0,84413
IRL;Irlande;GF0908;09 - Enseignement;Enseignement;09.8 - Enseignement n.c.a.;Enseignement n.c.a.;2022;0,16953
IRL;Irlande;GF04;04 - Affaires economiques;Affaires economiques;04 - Affaires economiques;Affaires economiques;2022;10,60011
IRL;Irlande;GF0506;05 - Protection de l environnement;Protection de l environnement;05.6 - Protection de l environnement n.c.a.;Protection de l'environnement n.c.a.;2022;0,09945
IRL;Irlande;GF0401;04 - Affaires economiques;Affaires economiques;04.1 - Tutelle de l economie generale, des echanges et de l emploi;Tutelle de l'economie generale, des echanges et de l'emploi;2022;2,16544
IRL;Irlande;GF0502;05 - Protection de l environnement;Protection de l environnement;05.2 - Gestion des eaux usees;Gestion des eaux usees;2022;0,82158
IRL;Irlande;GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;RetD dans le domaine des loisirs, de la culture et du culte;2022;0,00453
IRL;Irlande;GF07;07 - Sante;Sante;07 - Sante;Sante;2022;24,25406
IRL;Irlande;GF0705;07 - Sante;Sante;07.5 - R-D dans le domaine de la sante;RetD dans le domaine de la sante;2022;0,03264
IRL;Irlande;GF0202;02 - Defense;Defense;02.2 - Defense civile;Defense civile;2022;0,0351
IRL;Irlande;GF0405;04 - Affaires economiques;Affaires economiques;04.5 - Transports;Transports;2022;5,28535
IRL;Irlande;GF0702;07 - Sante;Sante;07.2 - Services ambulatoires;Services ambulatoires;2022;8,44098
IRL;Irlande;GF0904;09 - Enseignement;Enseignement;09.4 - Enseignement superieur;Enseignement superieur;2022;2,23281
IRL;Irlande;GF0501;05 - Protection de l environnement;Protection de l environnement;05.1 - Gestion des dechets;Gestion des dechets;2022;0,0686
IRL;Irlande;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.4 - Culte et autres services communautaires;Culte et autres services communautaires;2022;0,04207
IRL;Irlande;GF05;05 - Protection de l environnement;Protection de l environnement;05 - Protection de l environnement;Protection de l'environnement;2022;1,46404
IRL;Irlande;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.6 - Logement et equipements collectifs n.c.a.;Logement et equipements collectifs n.c.a.;2022;0,05108
IRL;Irlande;GF0407;04 - Affaires economiques;Affaires economiques;04.7 - Autres branches d activite;Autres branches d'activite;2022;0,3962
IRL;Irlande;GF02;02 - Defense;Defense;02 - Defense;Defense nationale;2022;0,92496
IRL;Irlande;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.3 - Services generaux;Services generaux;2022;1,38092
IRL;Irlande;GF0901;09 - Enseignement;Enseignement;09.1 - Enseignement preelementaire et primaire;Enseignement preelementaire et primaire;2022;5,32323
IRL;Irlande;GF0504;05 - Protection de l environnement;Protection de l environnement;05.4 - Preservation de la diversite biologique et protection de la nature;Preservation de la diversite biologique et protection de la nature;2022;0,11017
