cde_Pays;pays;cde_depense;depense_cat;depense_cat_courte;depense;depense_courte;annee;montant
IRL;Irlande;GF0404;04 - Affaires economiques;Affaires economiques;04.4 - Industries extractives et manufacturieres, construction;Industries extractives et manufacturieres, construction;2018;0,15766
IRL;Irlande;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.2 - Aide economique exterieure;Aide economique exterieure;2018;0,57444
IRL;Irlande;GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;Transferts de caractere general entre administrations publiques;2019;0
IRL;Irlande;GF0502;05 - Protection de l environnement;Protection de l environnement;05.2 - Gestion des eaux usees;Gestion des eaux usees;2019;0,70223
IRL;Irlande;GF0401;04 - Affaires economiques;Affaires economiques;04.1 - Tutelle de l economie generale, des echanges et de l emploi;Tutelle de l'economie generale, des echanges et de l'emploi;2019;1,37999
IRL;Irlande;GF0506;05 - Protection de l environnement;Protection de l environnement;05.6 - Protection de l environnement n.c.a.;Protection de l'environnement n.c.a.;2019;0,08595
IRL;Irlande;GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;RetD dans le domaine des loisirs, de la culture et du culte;2019;0,0027
IRL;Irlande;GF07;07 - Sante;Sante;07 - Sante;Sante;2019;16,99736
IRL;Irlande;GF0705;07 - Sante;Sante;07.5 - R-D dans le domaine de la sante;RetD dans le domaine de la sante;2019;0,00009
IRL;Irlande;GF0202;02 - Defense;Defense;02.2 - Defense civile;Defense civile;2019;0,03059
IRL;Irlande;GF0405;04 - Affaires economiques;Affaires economiques;04.5 - Transports;Transports;2019;4,09079
IRL;Irlande;GF0702;07 - Sante;Sante;07.2 - Services ambulatoires;Services ambulatoires;2019;6,49885
IRL;Irlande;GF0904;09 - Enseignement;Enseignement;09.4 - Enseignement superieur;Enseignement superieur;2019;1,76712
IRL;Irlande;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.4 - Culte et autres services communautaires;Culte et autres services communautaires;2019;0,02891
IRL;Irlande;GF05;05 - Protection de l environnement;Protection de l environnement;05 - Protection de l environnement;Protection de l'environnement;2019;1,18863
IRL;Irlande;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.6 - Logement et equipements collectifs n.c.a.;Logement et equipements collectifs n.c.a.;2019;0,05141
IRL;Irlande;GF0407;04 - Affaires economiques;Affaires economiques;04.7 - Autres branches d activite;Autres branches d'activite;2019;0,41394
IRL;Irlande;GF0501;05 - Protection de l environnement;Protection de l environnement;05.1 - Gestion des dechets;Gestion des dechets;2019;0,06552
IRL;Irlande;GF02;02 - Defense;Defense;02 - Defense;Defense nationale;2019;0,84264
IRL;Irlande;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.3 - Services generaux;Services generaux;2019;1,31104
IRL;Irlande;GF0901;09 - Enseignement;Enseignement;09.1 - Enseignement preelementaire et primaire;Enseignement preelementaire et primaire;2019;4,72964
IRL;Irlande;GF0504;05 - Protection de l environnement;Protection de l environnement;05.4 - Preservation de la diversite biologique et protection de la nature;Preservation de la diversite biologique et protection de la nature;2019;0,10419
IRL;Irlande;GF1004;10 - Protection sociale;Protection sociale;10.4 - Famille et enfants;Famille et enfants;2019;4,25459
IRL;Irlande;GF03;03 - Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;Ordre et securite publics;2019;3,12972
IRL;Irlande;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.4 - Recherche fondamentale;Recherche fondamentale;2019;0,38357
IRL;Irlande;GF0301;03 - Ordre et securite publics;Ordre et securite publics;03.1 - Services de police;Services de police;2019;1,76988
IRL;Irlande;GF0203;02 - Defense;Defense;02.3 - Aide militaire a des pays etrangers;Aide militaire a des pays etrangers;2019;0,05966
IRL;Irlande;GF0204;02 - Defense;Defense;02.4 - R-D concernant la defense;R et D concernant la defense;2019;0,00067
IRL;Irlande;GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.2 - equipements collectifs;Equipements collectifs;2019;0,43658
IRL;Irlande;GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.3 - Services de radiodiffusion, de television et d edition;Services de radiodiffusion, de television et d'edition;2019;0,63775
IRL;Irlande;GF0403;04 - Affaires economiques;Affaires economiques;04.3 - Combustibles et energie;Combustibles et energie;2019;0,33176
IRL;Irlande;GF1007;10 - Protection sociale;Protection sociale;10.7 - Exclusion sociale n.c.a.;Exclusion sociale n.c.a.;2019;0,46931
IRL;Irlande;GF1006;10 - Protection sociale;Protection sociale;10.6 - Logement;Logement;2019;3,17764
IRL;Irlande;GF0903;09 - Enseignement;Enseignement;09.3 - Enseignement postsecondaire non superieur;Enseignement postsecondaire non superieur;2019;0,11442
IRL;Irlande;GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;2019;10,29987
IRL;Irlande;GF1008;10 - Protection sociale;Protection sociale;10.8 - R-D dans le domaine de la protection sociale;RetD dans le domaine de la protection sociale;2019;0,01148
IRL;Irlande;GF0302;03 - Ordre et securite publics;Ordre et securite publics;03.2 - Services de protection civile;Services de protection civile;2019;0,34791
IRL;Irlande;GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;2019;0,0003
IRL;Irlande;GF0409;04 - Affaires economiques;Affaires economiques;04.9 - Affaires economiques n.c.a.;Affaires economiques n.c.a.;2019;0,14925
IRL;Irlande;GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.1 - Services recreatifs et sportifs;Services recreatifs et sportifs;2019;0,39266
IRL;Irlande;GF0107;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.7 - Operations concernant la dette publique;Operations concernant la dette publique;2019;4,66952
IRL;Irlande;GF0505;05 - Protection de l environnement;Protection de l environnement;05.5 - R-D dans le domaine de la protection de l environnement;RetD dans le domaine de la protection de l'environnement;2019;0,02352
IRL;Irlande;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;2019;0,00006
IRL;Irlande;GF0907;09 - Enseignement;Enseignement;09.7 - R-D dans le domaine de l enseignement;RetD dans le domaine de l'enseignement;2019;0,00541
IRL;Irlande;GF0706;07 - Sante;Sante;07.6 - Sante n.c.a.;Sante n.c.a.;2019;1,28606
IRL;Irlande;GF0406;04 - Affaires economiques;Affaires economiques;04.6 - Communications;Communications;2019;0,03811
IRL;Irlande;GF0305;03 - Ordre et securite publics;Ordre et securite publics;03.5 - R-D concernant l ordre et la securite publics;RetD concernant l'ordre et la securite publics;2019;0,00103
IRL;Irlande;GF0703;07 - Sante;Sante;07.3 - Services hospitaliers;Services hospitaliers;2019;6,4793
IRL;Irlande;GF10;10 - Protection sociale;Protection sociale;10 - Protection sociale;Securite sociale et oeuvres sociales;2019;31,02305
IRL;Irlande;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.1 - Logements;Logements;2019;0,49016
IRL;Irlande;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;2019;3,51454
IRL;Irlande;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;08 - Loisirs, culture et culte;Loisirs, culture et cultes;2019;1,87136
IRL;Irlande;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.4 - eclairage public;Eclairage public;2019;0,03622
IRL;Irlande;GF0303;03 - Ordre et securite publics;Ordre et securite publics;03.3 - Tribunaux;Tribunaux;2019;0,59938
IRL;Irlande;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.2 - Services culturels;Services culturels;2019;0,76754
IRL;Irlande;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.6 - Services generaux des administrations publiques n.c.a.;Services generaux des administrations publiques n.c.a.;2019;0,01086
IRL;Irlande;GF0402;04 - Affaires economiques;Affaires economiques;04.2 - Agriculture, sylviculture, peche et chasse;Agriculture, sylviculture, peche et chasse;2019;0,96563
IRL;Irlande;GF1001;10 - Protection sociale;Protection sociale;10.1 - Maladie et invalidite;Maladie et invalidite;2019;4,69294
IRL;Irlande;GF1003;10 - Protection sociale;Protection sociale;10.3 - Survivants;Survivants;2019;1,71802
IRL;Irlande;GF1005;10 - Protection sociale;Protection sociale;10.5 - Chomage;Chomage;2019;2,83548
IRL;Irlande;GF0906;09 - Enseignement;Enseignement;09.6 - Services annexes a l enseignement;Services annexes a l'enseignement;2019;0,25904
IRL;Irlande;GF09;09 - Enseignement;Enseignement;09 - Enseignement;Enseignement;2019;11,40653
IRL;Irlande;GF0408;04 - Affaires economiques;Affaires economiques;04.8 - R-D concernant les affaires economiques;RetD concernant les affaires economiques;2019;0,56517
IRL;Irlande;GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.3 - Alimentation en eau;Alimentation en eau;2019;0,96975
IRL;Irlande;GF1002;10 - Protection sociale;Protection sociale;10.2 - Vieillesse;Vieillesse;2019;13,11166
IRL;Irlande;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.6 - Loisirs, culture et culte n.c.a.;Loisirs, culture et culte n.c.a.;2019;0,0418
IRL;Irlande;GF0304;03 - Ordre et securite publics;Ordre et securite publics;03.4 - Administration penitentiaire;Administration penitentiaire;2019;0,20586
IRL;Irlande;GF0905;09 - Enseignement;Enseignement;09.5 - Enseignement non defini par niveau;Enseignement non defini par niveau;2019;0,1851
IRL;Irlande;GF0902;09 - Enseignement;Enseignement;09.2 - Enseignement secondaire;Enseignement secondaire;2019;4,20096
IRL;Irlande;GF0306;03 - Ordre et securite publics;Ordre et securite publics;03.6 - Ordre et securite publics n.c.a.;Ordre et securite publics n.c.a.;2019;0,20566
IRL;Irlande;GF1009;10 - Protection sociale;Protection sociale;10.9 - Protection sociale n.c.a.;Protection sociale n.c.a.;2019;0,75193
IRL;Irlande;GF0908;09 - Enseignement;Enseignement;09.8 - Enseignement n.c.a.;Enseignement n.c.a.;2019;0,14483
IRL;Irlande;GF04;04 - Affaires economiques;Affaires economiques;04 - Affaires economiques;Affaires economiques;2019;8,06812
IRL;Irlande;GF0205;02 - Defense;Defense;02.5 - Defense n.c.a.;Defense n.c.a.;2019;0,03745
IRL;Irlande;GF0704;07 - Sante;Sante;07.4 - Services de sante publique;Services de sante publique;2019;0,39269
IRL;Irlande;GF0701;07 - Sante;Sante;07.1 - Produits, appareils et materiels medicaux;Produits, appareils et materiels medicaux;2019;2,34038
IRL;Irlande;GF0201;02 - Defense;Defense;02.1 - Defense militaire;Defense militaire;2019;0,71427
IRL;Irlande;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;06 - Logements et equipements collectifs;Logement et developpement collectif;2019;1,98441
IRL;Irlande;GF0503;05 - Protection de l environnement;Protection de l environnement;05.3 - Lutte contre la pollution;Lutte contre la pollution;2019;0,20722
IRL;Irlande;GF0404;04 - Affaires economiques;Affaires economiques;04.4 - Industries extractives et manufacturieres, construction;Industries extractives et manufacturieres, construction;2019;0,13348
IRL;Irlande;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.2 - Aide economique exterieure;Aide economique exterieure;2019;0,41028
IRL;Irlande;GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;Transferts de caractere general entre administrations publiques;2020;0
IRL;Irlande;GF0506;05 - Protection de l environnement;Protection de l environnement;05.6 - Protection de l environnement n.c.a.;Protection de l'environnement n.c.a.;2020;0,08739
IRL;Irlande;GF0401;04 - Affaires economiques;Affaires economiques;04.1 - Tutelle de l economie generale, des echanges et de l emploi;Tutelle de l'economie generale, des echanges et de l'emploi;2020;5,9821
IRL;Irlande;GF0502;05 - Protection de l environnement;Protection de l environnement;05.2 - Gestion des eaux usees;Gestion des eaux usees;2020;0,71304
IRL;Irlande;GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;RetD dans le domaine des loisirs, de la culture et du culte;2020;0,0037
IRL;Irlande;GF07;07 - Sante;Sante;07 - Sante;Sante;2020;20,58516
IRL;Irlande;GF0705;07 - Sante;Sante;07.5 - R-D dans le domaine de la sante;RetD dans le domaine de la sante;2020;0,01264
IRL;Irlande;GF0202;02 - Defense;Defense;02.2 - Defense civile;Defense civile;2020;0,03168
IRL;Irlande;GF0405;04 - Affaires economiques;Affaires economiques;04.5 - Transports;Transports;2020;4,30707
IRL;Irlande;GF0702;07 - Sante;Sante;07.2 - Services ambulatoires;Services ambulatoires;2020;7,35433
IRL;Irlande;GF0904;09 - Enseignement;Enseignement;09.4 - Enseignement superieur;Enseignement superieur;2020;2,12044
IRL;Irlande;GF0501;05 - Protection de l environnement;Protection de l environnement;05.1 - Gestion des dechets;Gestion des dechets;2020;0,06349
IRL;Irlande;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.4 - Culte et autres services communautaires;Culte et autres services communautaires;2020;0,03919
IRL;Irlande;GF05;05 - Protection de l environnement;Protection de l environnement;05 - Protection de l environnement;Protection de l'environnement;2020;1,20376
IRL;Irlande;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.6 - Logement et equipements collectifs n.c.a.;Logement et equipements collectifs n.c.a.;2020;0,05315
IRL;Irlande;GF0407;04 - Affaires economiques;Affaires economiques;04.7 - Autres branches d activite;Autres branches d'activite;2020;0,49396
IRL;Irlande;GF02;02 - Defense;Defense;02 - Defense;Defense nationale;2020;0,91212
IRL;Irlande;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.3 - Services generaux;Services generaux;2020;1,35233
IRL;Irlande;GF0901;09 - Enseignement;Enseignement;09.1 - Enseignement preelementaire et primaire;Enseignement preelementaire et primaire;2020;4,72362
IRL;Irlande;GF0504;05 - Protection de l environnement;Protection de l environnement;05.4 - Preservation de la diversite biologique et protection de la nature;Preservation de la diversite biologique et protection de la nature;2020;0,10276
IRL;Irlande;GF1004;10 - Protection sociale;Protection sociale;10.4 - Famille et enfants;Famille et enfants;2020;3,81719
IRL;Irlande;GF03;03 - Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;Ordre et securite publics;2020;3,29805
IRL;Irlande;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.4 - Recherche fondamentale;Recherche fondamentale;2020;0,35579
IRL;Irlande;GF0301;03 - Ordre et securite publics;Ordre et securite publics;03.1 - Services de police;Services de police;2020;1,89106
IRL;Irlande;GF0203;02 - Defense;Defense;02.3 - Aide militaire a des pays etrangers;Aide militaire a des pays etrangers;2020;0,06065
IRL;Irlande;GF0204;02 - Defense;Defense;02.4 - R-D concernant la defense;R et D concernant la defense;2020;0,00071
IRL;Irlande;GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.2 - equipements collectifs;Equipements collectifs;2020;0,4329
IRL;Irlande;GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.3 - Services de radiodiffusion, de television et d edition;Services de radiodiffusion, de television et d'edition;2020;0,65488
IRL;Irlande;GF0403;04 - Affaires economiques;Affaires economiques;04.3 - Combustibles et energie;Combustibles et energie;2020;0,34687
IRL;Irlande;GF1007;10 - Protection sociale;Protection sociale;10.7 - Exclusion sociale n.c.a.;Exclusion sociale n.c.a.;2020;0,55357
IRL;Irlande;GF1006;10 - Protection sociale;Protection sociale;10.6 - Logement;Logement;2020;3,15268
IRL;Irlande;GF0903;09 - Enseignement;Enseignement;09.3 - Enseignement postsecondaire non superieur;Enseignement postsecondaire non superieur;2020;0,11553
IRL;Irlande;GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;2020;9,98591
IRL;Irlande;GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;2020;0,0017
IRL;Irlande;GF0409;04 - Affaires economiques;Affaires economiques;04.9 - Affaires economiques n.c.a.;Affaires economiques n.c.a.;2020;0,14536
IRL;Irlande;GF1008;10 - Protection sociale;Protection sociale;10.8 - R-D dans le domaine de la protection sociale;RetD dans le domaine de la protection sociale;2020;0,01238
IRL;Irlande;GF0302;03 - Ordre et securite publics;Ordre et securite publics;03.2 - Services de protection civile;Services de protection civile;2020;0,37546
IRL;Irlande;GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.1 - Services recreatifs et sportifs;Services recreatifs et sportifs;2020;0,37366
IRL;Irlande;GF0107;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.7 - Operations concernant la dette publique;Operations concernant la dette publique;2020;3,87661
IRL;Irlande;GF0505;05 - Protection de l environnement;Protection de l environnement;05.5 - R-D dans le domaine de la protection de l environnement;RetD dans le domaine de la protection de l'environnement;2020;0,02376
IRL;Irlande;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;2020;0,00003
IRL;Irlande;GF0907;09 - Enseignement;Enseignement;09.7 - R-D dans le domaine de l enseignement;RetD dans le domaine de l'enseignement;2020;0,00605
IRL;Irlande;GF0706;07 - Sante;Sante;07.6 - Sante n.c.a.;Sante n.c.a.;2020;1,36561
IRL;Irlande;GF0406;04 - Affaires economiques;Affaires economiques;04.6 - Communications;Communications;2020;0,04951
IRL;Irlande;GF0305;03 - Ordre et securite publics;Ordre et securite publics;03.5 - R-D concernant l ordre et la securite publics;RetD concernant l'ordre et la securite publics;2020;0,00079
IRL;Irlande;GF0703;07 - Sante;Sante;07.3 - Services hospitaliers;Services hospitaliers;2020;7,7378
IRL;Irlande;GF10;10 - Protection sociale;Protection sociale;10 - Protection sociale;Securite sociale et oeuvres sociales;2020;36,75979
IRL;Irlande;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.1 - Logements;Logements;2020;0,73009
IRL;Irlande;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;2020;3,82636
IRL;Irlande;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;08 - Loisirs, culture et culte;Loisirs, culture et cultes;2020;1,8989
IRL;Irlande;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.4 - eclairage public;Eclairage public;2020;0,03767
IRL;Irlande;GF0303;03 - Ordre et securite publics;Ordre et securite publics;03.3 - Tribunaux;Tribunaux;2020;0,61692
IRL;Irlande;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.2 - Services culturels;Services culturels;2020;0,78407
IRL;Irlande;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.6 - Services generaux des administrations publiques n.c.a.;Services generaux des administrations publiques n.c.a.;2020;0,01176
IRL;Irlande;GF0402;04 - Affaires economiques;Affaires economiques;04.2 - Agriculture, sylviculture, peche et chasse;Agriculture, sylviculture, peche et chasse;2020;1,02216
IRL;Irlande;GF1001;10 - Protection sociale;Protection sociale;10.1 - Maladie et invalidite;Maladie et invalidite;2020;4,63624
IRL;Irlande;GF1002;10 - Protection sociale;Protection sociale;10.2 - Vieillesse;Vieillesse;2020;14,14847
IRL;Irlande;GF0408;04 - Affaires economiques;Affaires economiques;04.8 - R-D concernant les affaires economiques;RetD concernant les affaires economiques;2020;0,48105
IRL;Irlande;GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.3 - Alimentation en eau;Alimentation en eau;2020;0,98467
IRL;Irlande;GF0906;09 - Enseignement;Enseignement;09.6 - Services annexes a l enseignement;Services annexes a l'enseignement;2020;0,26614
IRL;Irlande;GF09;09 - Enseignement;Enseignement;09 - Enseignement;Enseignement;2020;12,03769
IRL;Irlande;GF1005;10 - Protection sociale;Protection sociale;10.5 - Chomage;Chomage;2020;7,79365
IRL;Irlande;GF1003;10 - Protection sociale;Protection sociale;10.3 - Survivants;Survivants;2020;1,88531
IRL;Irlande;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.6 - Loisirs, culture et culte n.c.a.;Loisirs, culture et culte n.c.a.;2020;0,04341
IRL;Irlande;GF0304;03 - Ordre et securite publics;Ordre et securite publics;03.4 - Administration penitentiaire;Administration penitentiaire;2020;0,2089
IRL;Irlande;GF0905;09 - Enseignement;Enseignement;09.5 - Enseignement non defini par niveau;Enseignement non defini par niveau;2020;0,18894
IRL;Irlande;GF0902;09 - Enseignement;Enseignement;09.2 - Enseignement secondaire;Enseignement secondaire;2020;4,46706
IRL;Irlande;GF0306;03 - Ordre et securite publics;Ordre et securite publics;03.6 - Ordre et securite publics n.c.a.;Ordre et securite publics n.c.a.;2020;0,20491
IRL;Irlande;GF1009;10 - Protection sociale;Protection sociale;10.9 - Protection sociale n.c.a.;Protection sociale n.c.a.;2020;0,76029
IRL;Irlande;GF0908;09 - Enseignement;Enseignement;09.8 - Enseignement n.c.a.;Enseignement n.c.a.;2020;0,14991
IRL;Irlande;GF04;04 - Affaires economiques;Affaires economiques;04 - Affaires economiques;Affaires economiques;2020;12,99329
IRL;Irlande;GF0205;02 - Defense;Defense;02.5 - Defense n.c.a.;Defense n.c.a.;2020;0,03854
IRL;Irlande;GF0704;07 - Sante;Sante;07.4 - Services de sante publique;Services de sante publique;2020;1,63625
IRL;Irlande;GF0701;07 - Sante;Sante;07.1 - Produits, appareils et materiels medicaux;Produits, appareils et materiels medicaux;2020;2,47854
IRL;Irlande;GF0201;02 - Defense;Defense;02.1 - Defense militaire;Defense militaire;2020;0,78054
IRL;Irlande;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;06 - Logements et equipements collectifs;Logement et developpement collectif;2020;2,24018
IRL;Irlande;GF0503;05 - Protection de l environnement;Protection de l environnement;05.3 - Lutte contre la pollution;Lutte contre la pollution;2020;0,21332
IRL;Irlande;GF0404;04 - Affaires economiques;Affaires economiques;04.4 - Industries extractives et manufacturieres, construction;Industries extractives et manufacturieres, construction;2020;0,16521
IRL;Irlande;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.2 - Aide economique exterieure;Aide economique exterieure;2020;0,56302
IRL;Irlande;GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;Transferts de caractere general entre administrations publiques;2021;0
IRL;Irlande;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.2 - Aide economique exterieure;Aide economique exterieure;2021;0,55013
IRL;Irlande;GF0404;04 - Affaires economiques;Affaires economiques;04.4 - Industries extractives et manufacturieres, construction;Industries extractives et manufacturieres, construction;2021;0,16099
IRL;Irlande;GF0704;07 - Sante;Sante;07.4 - Services de sante publique;Services de sante publique;2021;1,64974
IRL;Irlande;GF0701;07 - Sante;Sante;07.1 - Produits, appareils et materiels medicaux;Produits, appareils et materiels medicaux;2021;2,66119
IRL;Irlande;GF0201;02 - Defense;Defense;02.1 - Defense militaire;Defense militaire;2021;0,74969
IRL;Irlande;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;06 - Logements et equipements collectifs;Logement et developpement collectif;2021;2,0944
IRL;Irlande;GF0503;05 - Protection de l environnement;Protection de l environnement;05.3 - Lutte contre la pollution;Lutte contre la pollution;2021;0,28402
IRL;Irlande;GF0205;02 - Defense;Defense;02.5 - Defense n.c.a.;Defense n.c.a.;2021;0,03917
IRL;Irlande;GF04;04 - Affaires economiques;Affaires economiques;04 - Affaires economiques;Affaires economiques;2021;13,70578
IRL;Irlande;GF0908;09 - Enseignement;Enseignement;09.8 - Enseignement n.c.a.;Enseignement n.c.a.;2021;0,15543
IRL;Irlande;GF0306;03 - Ordre et securite publics;Ordre et securite publics;03.6 - Ordre et securite publics n.c.a.;Ordre et securite publics n.c.a.;2021;0,19834
IRL;Irlande;GF1009;10 - Protection sociale;Protection sociale;10.9 - Protection sociale n.c.a.;Protection sociale n.c.a.;2021;0,77993
IRL;Irlande;GF0905;09 - Enseignement;Enseignement;09.5 - Enseignement non defini par niveau;Enseignement non defini par niveau;2021;0,19213
IRL;Irlande;GF0902;09 - Enseignement;Enseignement;09.2 - Enseignement secondaire;Enseignement secondaire;2021;4,38771
IRL;Irlande;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.6 - Loisirs, culture et culte n.c.a.;Loisirs, culture et culte n.c.a.;2021;0,04306
IRL;Irlande;GF0304;03 - Ordre et securite publics;Ordre et securite publics;03.4 - Administration penitentiaire;Administration penitentiaire;2021;0,211
IRL;Irlande;GF1003;10 - Protection sociale;Protection sociale;10.3 - Survivants;Survivants;2021;1,76825
IRL;Irlande;GF1005;10 - Protection sociale;Protection sociale;10.5 - Chomage;Chomage;2021;7,06228
IRL;Irlande;GF0906;09 - Enseignement;Enseignement;09.6 - Services annexes a l enseignement;Services annexes a l'enseignement;2021;0,33077
IRL;Irlande;GF09;09 - Enseignement;Enseignement;09 - Enseignement;Enseignement;2021;12,38151
IRL;Irlande;GF0408;04 - Affaires economiques;Affaires economiques;04.8 - R-D concernant les affaires economiques;RetD concernant les affaires economiques;2021;0,42314
IRL;Irlande;GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.3 - Alimentation en eau;Alimentation en eau;2021;0,83124
IRL;Irlande;GF1002;10 - Protection sociale;Protection sociale;10.2 - Vieillesse;Vieillesse;2021;14,79139
IRL;Irlande;GF1001;10 - Protection sociale;Protection sociale;10.1 - Maladie et invalidite;Maladie et invalidite;2021;4,71537
IRL;Irlande;GF0402;04 - Affaires economiques;Affaires economiques;04.2 - Agriculture, sylviculture, peche et chasse;Agriculture, sylviculture, peche et chasse;2021;1,00025
IRL;Irlande;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.6 - Services generaux des administrations publiques n.c.a.;Services generaux des administrations publiques n.c.a.;2021;0,01203
IRL;Irlande;GF0303;03 - Ordre et securite publics;Ordre et securite publics;03.3 - Tribunaux;Tribunaux;2021;0,70811
IRL;Irlande;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.2 - Services culturels;Services culturels;2021;0,8892
IRL;Irlande;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.4 - eclairage public;Eclairage public;2021;0,04106
IRL;Irlande;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;08 - Loisirs, culture et culte;Loisirs, culture et cultes;2021;2,02968
IRL;Irlande;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;2021;4,7367
IRL;Irlande;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.1 - Logements;Logements;2021;0,75473
IRL;Irlande;GF10;10 - Protection sociale;Protection sociale;10 - Protection sociale;Securite sociale et oeuvres sociales;2021;36,83762
IRL;Irlande;GF0703;07 - Sante;Sante;07.3 - Services hospitaliers;Services hospitaliers;2021;8,99224
IRL;Irlande;GF0305;03 - Ordre et securite publics;Ordre et securite publics;03.5 - R-D concernant l ordre et la securite publics;RetD concernant l'ordre et la securite publics;2021;0,00077
IRL;Irlande;GF0406;04 - Affaires economiques;Affaires economiques;04.6 - Communications;Communications;2021;0,04969
