annee;cde_transaction;transaction;cde_pays;pays;cde_devise;devise;montant
2021;D29E;Autorisations d'exercer des activites commerciales ou professionnelles;FRA;France;EUR;Euro;216
2021;D29;Autres impots sur la production;FRA;France;EUR;Euro;108453
2021;D612;Cotisations sociales imputees a la charge des employeurs;FRA;France;EUR;Euro;44866
2021;D51E;Autres impots sur le revenu n.c.a.;FRA;France;EUR;Euro;104
2021;D613CE;Cotisations sociales effectives obligatoires a la charge des salaries;FRA;France;EUR;Euro;89938
2021;D613CN;Cotisations sociales effectives obligatoires a la charge des personnes n'occupant pas d'emploi;FRA;France;EUR;Euro;4066
2021;D29B;Impots sur l'utilisation d'actifs fixes;FRA;France;EUR;Euro;1101
2021;D214L;Autres impots sur les produits n.c.a.;FRA;France;EUR;Euro;516
2022;D214J;Benefices des monopoles fiscaux;FRA;France;EUR;Euro;0
2022;D2122B;Montants compensatoires monetaires preleves a l'importation;FRA;France;EUR;Euro;0
2022;D51C;Impots sur les gains de detention;FRA;France;EUR;Euro;0
2022;D51C2;Impots sur les gains de detention des societes;FRA;France;EUR;Euro;0
2022;D59B;Impots de capitation;FRA;France;EUR;Euro;0
2022;D2122F;Benefices des monopoles sur l'importation;FRA;France;EUR;Euro;0
2022;D59E;Impots sur les transactions internationales;FRA;France;EUR;Euro;0
2022;D51C3;Autres impots sur les gains de detention n.c.a.;FRA;France;EUR;Euro;0
2022;D29G;Sous-compensation de la TVA (regime forfaitaire);FRA;France;EUR;Euro;0
2022;D611V;Cotisations sociales effectives volontaires des employeurs;FRA;France;EUR;Euro;0
2022;D2122D;Impots generaux sur les ventes;FRA;France;EUR;Euro;0
2022;D2122E;Impots sur des services determines;FRA;France;EUR;Euro;0
2022;D51D;Taxes sur les gains des loteries et des paris;FRA;France;EUR;Euro;0
2022;D29D;Impots sur les transactions internationales;FRA;France;EUR;Euro;0
2022;D214K;Droits sur les exportations et montants compensatoires monetaires preleves a l'exportation;FRA;France;EUR;Euro;0
2022;D51C1;Impots sur les gains de detention des personnes physiques ou des menages;FRA;France;EUR;Euro;0
2022;D995G;Impots en capital dus non recouvrables;FRA;France;EUR;Euro;0
2022;D59C;Impots sur la depense;FRA;France;EUR;Euro;0
2022;D2122A;Prelevements sur les produits agricoles importes;FRA;France;EUR;Euro;0
2022;D995A;Impots sur les produits dus non recouvrables;FRA;France;EUR;Euro;0
2022;D214H;Autres taxes sur des services determines;FRA;France;EUR;Euro;8659
2022;D29;Autres impots sur la production;FRA;France;EUR;Euro;122875
2022;D612;Cotisations sociales imputees a la charge des employeurs;FRA;France;EUR;Euro;46474
2022;D51E;Autres impots sur le revenu n.c.a.;FRA;France;EUR;Euro;215
2022;D613CE;Cotisations sociales effectives obligatoires a la charge des salaries;FRA;France;EUR;Euro;95670
2022;D29B;Impots sur l'utilisation d'actifs fixes;FRA;France;EUR;Euro;1067
2022;ODD;Charges fiscales correspondant au produit total des impots et cotisations sociales obligatoires apres deduction des montants dus non recouvrables;FRA;France;EUR;Euro;1210377
2022;D59A;Impots courants sur le capital;FRA;France;EUR;Euro;8124
2022;D2_D5_D91_D611_D613;Total des impots et des cotisations sociales;FRA;France;EUR;Euro;1215598
2022;D21;Impots sur les produits;FRA;France;EUR;Euro;319039
2022;D51M;Impots sur le revenu des personnes physiques ou des menages y compris les gains de detention;FRA;France;EUR;Euro;260028
2022;D995C;Impots sur le revenu dus non recouvrables;FRA;France;EUR;Euro;1087
2022;D211;Taxes du type TVA;FRA;France;EUR;Euro;199272
2022;D51B;Impots sur le revenu ou les benefices des societes non compris les gains de detention;FRA;France;EUR;Euro;90235
2022;ODC;Produit total des impots et cotisations sociales nettes (y compris cotisations sociales imputees), apres deduction des montants dus non recouvrables;FRA;France;EUR;Euro;1257808
2022;D51O;Impots sur le revenu des societes y compris les gains de detention;FRA;France;EUR;Euro;90235
2022;D61;Cotisations sociales nettes;FRA;France;EUR;Euro;442269
2022;D995E;Cotisations sociales effectives a la charge des employeurs dues non recouvrables;FRA;France;EUR;Euro;1845
2022;D995;Transferts en capital des administrations publiques vers les secteurs concernes correspondant a des impots et contributions sociales notifies mais non susceptible d'être perçus;FRA;France;EUR;Euro;4264
2022;D51A;Impots sur le revenu des personnes physiques ou des menages non compris les gains de detention;FRA;France;EUR;Euro;260028
2022;D611C;Cotisations sociales effectives obligatoires a la charge des employeurs;FRA;France;EUR;Euro;268220
2022;D214A;Droits d'accise et impots de consommation;FRA;France;EUR;Euro;57688
2022;D29H;Autres impots sur la production n.c.a.;FRA;France;EUR;Euro;8708
2022;D5;Impots courants sur le revenu, le patrimoine, etc.;FRA;France;EUR;Euro;358908
2022;D2;Impots sur la production et les importations;FRA;France;EUR;Euro;441914
2022;D611;Cotisations sociales effectives a la charge des employeurs;FRA;France;EUR;Euro;268220
2022;D613C;Cotisations sociales effectives obligatoires a la charge des menages;FRA;France;EUR;Euro;126618
2022;ODA;Total des recettes fiscales;FRA;France;EUR;Euro;819803
2022;D214;Impots sur les produits a l'exclusion de TVA et des impots sur les importations et les exportations;FRA;France;EUR;Euro;119118
2022;D613;Cotisations sociales effectives a la charge des menages;FRA;France;EUR;Euro;127575
2022;D995D;Autres impots courants dus non recouvrables;FRA;France;EUR;Euro;61
2022;D995B;Autres impots sur la production dus non recouvrables;FRA;France;EUR;Euro;449
2022;D29A;Impots sur les terrains, batiments et autres constructions;FRA;France;EUR;Euro;58787
2022;D59F;Autres impots courants n.c.a.;FRA;France;EUR;Euro;204
2022;D51;Impots sur le revenu;FRA;France;EUR;Euro;350478
2022;D61N;Cotisations sociales effectives des employeurs et des menages;FRA;France;EUR;Euro;395795
2022;D59;Autres impots courants;FRA;France;EUR;Euro;8430
2022;D29C;Impots sur la masse salariale ou les effectifs employes;FRA;France;EUR;Euro;52143
2022;D613CSN;Cotisations sociales obligatoires a la charge des travailleurs independants et des personnes n'occupant pas d'emploi;FRA;France;EUR;Euro;30948
2022;D214L;Autres impots sur les produits n.c.a.;FRA;France;EUR;Euro;509
2022;D613CN;Cotisations sociales effectives obligatoires a la charge des personnes n'occupant pas d'emploi;FRA;France;EUR;Euro;3670
2022;D91;Impots en capital;FRA;France;EUR;Euro;18981
2022;D995FE;Cotisations sociales effectives a la charge des salaries dues non recouvrables;FRA;France;EUR;Euro;609
2022;D91C;Autres impots en capital n.c.a.;FRA;France;EUR;Euro;105
2022;D29E;Autorisations d'exercer des activites commerciales ou professionnelles;FRA;France;EUR;Euro;185
2022;D214G;Taxes sur les primes d'assurance;FRA;France;EUR;Euro;16808
2022;D214C;Impots sur les operations financieres et les operations en capital;FRA;France;EUR;Euro;23447
2022;D613V;Cotisations sociales effectives volontaires des menages;FRA;France;EUR;Euro;957
2022;D613CS;Cotisations sociales effectives obligatoires a la charge des travailleurs independants;FRA;France;EUR;Euro;27278
2022;D29F;Impots sur les emissions polluantes;FRA;France;EUR;Euro;1985
2022;D91B;Prelevements sur le capital;FRA;France;EUR;Euro;364
2022;D214E;Taxes sur les spectacles et divertissements;FRA;France;EUR;Euro;714
2022;D995F;Cotisations sociales effectives a la charge des menages dues non recouvrables;FRA;France;EUR;Euro;822
2022;D2121;Droits sur les importations;FRA;France;EUR;Euro;640
2022;D2122;Impots sur les importations a l'exclusion de la TVA et des droits sur les importations;FRA;France;EUR;Euro;9
2022;D995FS;Cotisations sociales effectives a la charge des travailleurs independants dues non recouvrables;FRA;France;EUR;Euro;188
2022;D2122C;Droits d'accise;FRA;France;EUR;Euro;9
2022;D214D;Taxes a l'immatriculation des vehicules;FRA;France;EUR;Euro;2377
2022;D214I;Impots generaux sur les ventes ou le chiffre d'affaires;FRA;France;EUR;Euro;1454
2022;D212;Impots et droits sur les importations, a l'exclusion de la TVA;FRA;France;EUR;Euro;649
2022;D214F;Taxes sur les loteries, les jeux et les paris;FRA;France;EUR;Euro;6540
2022;D91A;Impots sur les transferts en capital;FRA;France;EUR;Euro;18512
2022;D59D;Paiements effectues par les menages en vue de l obtention de licences;FRA;France;EUR;Euro;102
2022;D214B;Droits de timbre;FRA;France;EUR;Euro;922
2022;D995FN;Cotisations sociales effectives a la charge des personnes n'occupant pas d'emploi dues non recouvrables;FRA;France;EUR;Euro;25
2023;D2122B;Montants compensatoires monetaires preleves a l'importation;FRA;France;EUR;Euro;0
2023;D51C;Impots sur les gains de detention;FRA;France;EUR;Euro;0
2023;D214J;Benefices des monopoles fiscaux;FRA;France;EUR;Euro;0
2023;D59B;Impots de capitation;FRA;France;EUR;Euro;0
2023;D51C2;Impots sur les gains de detention des societes;FRA;France;EUR;Euro;0
2023;D2122F;Benefices des monopoles sur l'importation;FRA;France;EUR;Euro;0
2023;D59E;Impots sur les transactions internationales;FRA;France;EUR;Euro;0
2023;D51C3;Autres impots sur les gains de detention n.c.a.;FRA;France;EUR;Euro;0
2023;D29G;Sous-compensation de la TVA (regime forfaitaire);FRA;France;EUR;Euro;0
2023;D611V;Cotisations sociales effectives volontaires des employeurs;FRA;France;EUR;Euro;0
2023;D2122D;Impots generaux sur les ventes;FRA;France;EUR;Euro;0
2023;D214K;Droits sur les exportations et montants compensatoires monetaires preleves a l'exportation;FRA;France;EUR;Euro;0
2023;D51D;Taxes sur les gains des loteries et des paris;FRA;France;EUR;Euro;0
2023;D29D;Impots sur les transactions internationales;FRA;France;EUR;Euro;0
2023;D2122E;Impots sur des services determines;FRA;France;EUR;Euro;0
2023;D51C1;Impots sur les gains de detention des personnes physiques ou des menages;FRA;France;EUR;Euro;0
2023;D995G;Impots en capital dus non recouvrables;FRA;France;EUR;Euro;0
2023;D59C;Impots sur la depense;FRA;France;EUR;Euro;0
2023;D2122A;Prelevements sur les produits agricoles importes;FRA;France;EUR;Euro;0
2023;D995A;Impots sur les produits dus non recouvrables;FRA;France;EUR;Euro;0
2023;D613CSN;Cotisations sociales obligatoires a la charge des travailleurs independants et des personnes n'occupant pas d'emploi;FRA;France;EUR;Euro;30788
2023;D214L;Autres impots sur les produits n.c.a.;FRA;France;EUR;Euro;503
2023;D613CE;Cotisations sociales effectives obligatoires a la charge des salaries;FRA;France;EUR;Euro;100795
2023;D613CN;Cotisations sociales effectives obligatoires a la charge des personnes n'occupant pas d'emploi;FRA;France;EUR;Euro;3651
2023;D612;Cotisations sociales imputees a la charge des employeurs;FRA;France;EUR;Euro;48176
2023;D51E;Autres impots sur le revenu n.c.a.;FRA;France;EUR;Euro;170
2023;D214H;Autres taxes sur des services determines;FRA;France;EUR;Euro;8615
2023;D29;Autres impots sur la production;FRA;France;EUR;Euro;128015
2023;D2_D5_D91_D611_D613;Total des impots et des cotisations sociales;FRA;France;EUR;Euro;1238552
2023;D29E;Autorisations d'exercer des activites commerciales ou professionnelles;FRA;France;EUR;Euro;172
2023;D59A;Impots courants sur le capital;FRA;France;EUR;Euro;5500
2023;ODD;Charges fiscales correspondant au produit total des impots et cotisations sociales obligatoires apres deduction des montants dus non recouvrables;FRA;France;EUR;Euro;1233176
2023;D91;Impots en capital;FRA;France;EUR;Euro;21404
2023;D995FE;Cotisations sociales effectives a la charge des salaries dues non recouvrables;FRA;France;EUR;Euro;644
2023;D91C;Autres impots en capital n.c.a.;FRA;France;EUR;Euro;188
2023;D21;Impots sur les produits;FRA;France;EUR;Euro;318565
2023;D214G;Taxes sur les primes d'assurance;FRA;France;EUR;Euro;17875
2023;ODC;Produit total des impots et cotisations sociales nettes (y compris cotisations sociales imputees), apres deduction des montants dus non recouvrables;FRA;France;EUR;Euro;1282304
2023;D51B;Impots sur le revenu ou les benefices des societes non compris les gains de detention;FRA;France;EUR;Euro;82377
2023;D211;Taxes du type TVA;FRA;France;EUR;Euro;206049
2023;D51M;Impots sur le revenu des personnes physiques ou des menages y compris les gains de detention;FRA;France;EUR;Euro;268721
2023;D995C;Impots sur le revenu dus non recouvrables;FRA;France;EUR;Euro;1147
2023;D51O;Impots sur le revenu des societes y compris les gains de detention;FRA;France;EUR;Euro;82377
2023;D214C;Impots sur les operations financieres et les operations en capital;FRA;France;EUR;Euro;18444
2023;D61;Cotisations sociales nettes;FRA;France;EUR;Euro;461666
2023;D611C;Cotisations sociales effectives obligatoires a la charge des employeurs;FRA;France;EUR;Euro;280955
2023;D29F;Impots sur les emissions polluantes;FRA;France;EUR;Euro;2711
2023;D51A;Impots sur le revenu des personnes physiques ou des menages non compris les gains de detention;FRA;France;EUR;Euro;268721
2023;D995;Transferts en capital des administrations publiques vers les secteurs concernes correspondant a des impots et contributions sociales notifies mais non susceptible d'être perçus;FRA;France;EUR;Euro;4424
2023;D995E;Cotisations sociales effectives a la charge des employeurs dues non recouvrables;FRA;France;EUR;Euro;1932
2023;D613V;Cotisations sociales effectives volontaires des menages;FRA;France;EUR;Euro;952
2023;D613CS;Cotisations sociales effectives obligatoires a la charge des travailleurs independants;FRA;France;EUR;Euro;27137
2023;D91B;Prelevements sur le capital;FRA;France;EUR;Euro;401
2023;D214A;Droits d'accise et impots de consommation;FRA;France;EUR;Euro;53957
2023;D214E;Taxes sur les spectacles et divertissements;FRA;France;EUR;Euro;778
2023;D2;Impots sur la production et les importations;FRA;France;EUR;Euro;446580
2023;D611;Cotisations sociales effectives a la charge des employeurs;FRA;France;EUR;Euro;280955
2023;D5;Impots courants sur le revenu, le patrimoine, etc.;FRA;France;EUR;Euro;357078
2023;D2121;Droits sur les importations;FRA;France;EUR;Euro;663
2023;D29H;Autres impots sur la production n.c.a.;FRA;France;EUR;Euro;9132
2023;D995F;Cotisations sociales effectives a la charge des menages dues non recouvrables;FRA;France;EUR;Euro;856
2023;D214D;Taxes a l'immatriculation des vehicules;FRA;France;EUR;Euro;2697
2023;D995FS;Cotisations sociales effectives a la charge des travailleurs independants dues non recouvrables;FRA;France;EUR;Euro;187
2023;D613C;Cotisations sociales effectives obligatoires a la charge des menages;FRA;France;EUR;Euro;131583
2023;D214I;Impots generaux sur les ventes ou le chiffre d'affaires;FRA;France;EUR;Euro;1521
2023;ODA;Total des recettes fiscales;FRA;France;EUR;Euro;825062
2023;D214;Impots sur les produits a l'exclusion de TVA et des impots sur les importations et les exportations;FRA;France;EUR;Euro;111844
2023;D613;Cotisations sociales effectives a la charge des menages;FRA;France;EUR;Euro;132535
2023;D995B;Autres impots sur la production dus non recouvrables;FRA;France;EUR;Euro;460
2023;D214F;Taxes sur les loteries, les jeux et les paris;FRA;France;EUR;Euro;6671
2023;D29A;Impots sur les terrains, batiments et autres constructions;FRA;France;EUR;Euro;59824
2023;D212;Impots et droits sur les importations, a l'exclusion de la TVA;FRA;France;EUR;Euro;672
2023;D51;Impots sur le revenu;FRA;France;EUR;Euro;351268
2023;D59D;Paiements effectues par les menages en vue de l obtention de licences;FRA;France;EUR;Euro;98
2023;D59F;Autres impots courants n.c.a.;FRA;France;EUR;Euro;212
2023;D61N;Cotisations sociales effectives des employeurs et des menages;FRA;France;EUR;Euro;413490
2023;D59;Autres impots courants;FRA;France;EUR;Euro;5810
2023;D29C;Impots sur la masse salariale ou les effectifs employes;FRA;France;EUR;Euro;55166
2023;D29B;Impots sur l'utilisation d'actifs fixes;FRA;France;EUR;Euro;1010
2023;D2122;Impots sur les importations a l'exclusion de la TVA et des droits sur les importations;FRA;France;EUR;Euro;9
2023;D2122C;Droits d'accise;FRA;France;EUR;Euro;9
2023;D995D;Autres impots courants dus non recouvrables;FRA;France;EUR;Euro;29
2023;D91A;Impots sur les transferts en capital;FRA;France;EUR;Euro;20815
2023;D214B;Droits de timbre;FRA;France;EUR;Euro;783
2023;D995FN;Cotisations sociales effectives a la charge des personnes n'occupant pas d'emploi dues non recouvrables;FRA;France;EUR;Euro;25
2024;D995A;Impots sur les produits dus non recouvrables;FRA;France;EUR;Euro;0
2024;D2122A;Prelevements sur les produits agricoles importes;FRA;France;EUR;Euro;0
2024;D59C;Impots sur la depense;FRA;France;EUR;Euro;0
2024;D995G;Impots en capital dus non recouvrables;FRA;France;EUR;Euro;0
2024;D51C1;Impots sur les gains de detention des personnes physiques ou des menages;FRA;France;EUR;Euro;0
2024;D51D;Taxes sur les gains des loteries et des paris;FRA;France;EUR;Euro;0
2024;D29D;Impots sur les transactions internationales;FRA;France;EUR;Euro;0
2024;D2122E;Impots sur des services determines;FRA;France;EUR;Euro;0
2024;D214K;Droits sur les exportations et montants compensatoires monetaires preleves a l'exportation;FRA;France;EUR;Euro;0
2024;D2122D;Impots generaux sur les ventes;FRA;France;EUR;Euro;0
2024;D611V;Cotisations sociales effectives volontaires des employeurs;FRA;France;EUR;Euro;0
2024;D29G;Sous-compensation de la TVA (regime forfaitaire);FRA;France;EUR;Euro;0
2024;D51C3;Autres impots sur les gains de detention n.c.a.;FRA;France;EUR;Euro;0
2024;D2122F;Benefices des monopoles sur l'importation;FRA;France;EUR;Euro;0
2024;D59E;Impots sur les transactions internationales;FRA;France;EUR;Euro;0
2024;D59B;Impots de capitation;FRA;France;EUR;Euro;0
2024;D51C2;Impots sur les gains de detention des societes;FRA;France;EUR;Euro;0
2024;D2122B;Montants compensatoires monetaires preleves a l'importation;FRA;France;EUR;Euro;0
2024;D51C;Impots sur les gains de detention;FRA;France;EUR;Euro;0
2024;D214J;Benefices des monopoles fiscaux;FRA;France;EUR;Euro;0
2024;D613CSN;Cotisations sociales obligatoires a la charge des travailleurs independants et des personnes n'occupant pas d'emploi;FRA;France;EUR;Euro;32651
2024;D995FN;Cotisations sociales effectives a la charge des personnes n'occupant pas d'emploi dues non recouvrables;FRA;France;EUR;Euro;27
2024;D29C;Impots sur la masse salariale ou les effectifs employes;FRA;France;EUR;Euro;57972
2024;D61N;Cotisations sociales effectives des employeurs et des menages;FRA;France;EUR;Euro;431065
2024;D214B;Droits de timbre;FRA;France;EUR;Euro;692
2024;D59;Autres impots courants;FRA;France;EUR;Euro;7023
2024;D91A;Impots sur les transferts en capital;FRA;France;EUR;Euro;20819
2024;D51;Impots sur le revenu;FRA;France;EUR;Euro;359026
2024;D59D;Paiements effectues par les menages en vue de l obtention de licences;FRA;France;EUR;Euro;101
2024;D59F;Autres impots courants n.c.a.;FRA;France;EUR;Euro;276
2024;D212;Impots et droits sur les importations, a l'exclusion de la TVA;FRA;France;EUR;Euro;697
2024;D214F;Taxes sur les loteries, les jeux et les paris;FRA;France;EUR;Euro;7221
2024;D29A;Impots sur les terrains, batiments et autres constructions;FRA;France;EUR;Euro;61440
2024;D995D;Autres impots courants dus non recouvrables;FRA;France;EUR;Euro;36
2024;D995B;Autres impots sur la production dus non recouvrables;FRA;France;EUR;Euro;481
2024;ODA;Total des recettes fiscales;FRA;France;EUR;Euro;841200
2024;D214;Impots sur les produits a l'exclusion de TVA et des impots sur les importations et les exportations;FRA;France;EUR;Euro;117626
2024;D613;Cotisations sociales effectives a la charge des menages;FRA;France;EUR;Euro;137917
2024;D214I;Impots generaux sur les ventes ou le chiffre d'affaires;FRA;France;EUR;Euro;1742
2024;D613C;Cotisations sociales effectives obligatoires a la charge des menages;FRA;France;EUR;Euro;136907
2024;D2122C;Droits d'accise;FRA;France;EUR;Euro;9
2024;D214D;Taxes a l'immatriculation des vehicules;FRA;France;EUR;Euro;3122
2024;D995FS;Cotisations sociales effectives a la charge des travailleurs independants dues non recouvrables;FRA;France;EUR;Euro;198
2024;D5;Impots courants sur le revenu, le patrimoine, etc.;FRA;France;EUR;Euro;366049
2024;D2121;Droits sur les importations;FRA;France;EUR;Euro;688
2024;D29H;Autres impots sur la production n.c.a.;FRA;France;EUR;Euro;5650
2024;D995F;Cotisations sociales effectives a la charge des menages dues non recouvrables;FRA;France;EUR;Euro;892
2024;D2;Impots sur la production et les importations;FRA;France;EUR;Euro;453677
2024;D611;Cotisations sociales effectives a la charge des employeurs;FRA;France;EUR;Euro;293148
2024;D2122;Impots sur les importations a l'exclusion de la TVA et des droits sur les importations;FRA;France;EUR;Euro;9
2024;D214E;Taxes sur les spectacles et divertissements;FRA;France;EUR;Euro;809
2024;D91B;Prelevements sur le capital;FRA;France;EUR;Euro;458
2024;D214A;Droits d'accise et impots de consommation;FRA;France;EUR;Euro;59113
2024;D29F;Impots sur les emissions polluantes;FRA;France;EUR;Euro;2433
2024;D611C;Cotisations sociales effectives obligatoires a la charge des employeurs;FRA;France;EUR;Euro;293148
2024;D995E;Cotisations sociales effectives a la charge des employeurs dues non recouvrables;FRA;France;EUR;Euro;2018
2024;D613V;Cotisations sociales effectives volontaires des menages;FRA;France;EUR;Euro;1010
2024;D613CS;Cotisations sociales effectives obligatoires a la charge des travailleurs independants;FRA;France;EUR;Euro;28779
2024;D51A;Impots sur le revenu des personnes physiques ou des menages non compris les gains de detention;FRA;France;EUR;Euro;275122
2024;D995;Transferts en capital des administrations publiques vers les secteurs concernes correspondant a des impots et contributions sociales notifies mais non susceptible d'être perçus;FRA;France;EUR;Euro;4621
2024;D61;Cotisations sociales nettes;FRA;France;EUR;Euro;482281
2024;D51O;Impots sur le revenu des societes y compris les gains de detention;FRA;France;EUR;Euro;83760
2024;D214C;Impots sur les operations financieres et les operations en capital;FRA;France;EUR;Euro;16514
2024;D211;Taxes du type TVA;FRA;France;EUR;Euro;206332
2024;D51M;Impots sur le revenu des personnes physiques ou des menages y compris les gains de detention;FRA;France;EUR;Euro;275122
2024;D995C;Impots sur le revenu dus non recouvrables;FRA;France;EUR;Euro;1194
2024;D214G;Taxes sur les primes d'assurance;FRA;France;EUR;Euro;19225
2024;D51B;Impots sur le revenu ou les benefices des societes non compris les gains de detention;FRA;France;EUR;Euro;83760
2024;ODC;Produit total des impots et cotisations sociales nettes (y compris cotisations sociales imputees), apres deduction des montants dus non recouvrables;FRA;France;EUR;Euro;1318860
2024;D21;Impots sur les produits;FRA;France;EUR;Euro;324655
2024;D2_D5_D91_D611_D613;Total des impots et des cotisations sociales;FRA;France;EUR;Euro;1272265
2024;D29E;Autorisations d'exercer des activites commerciales ou professionnelles;FRA;France;EUR;Euro;168
2024;D59A;Impots courants sur le capital;FRA;France;EUR;Euro;6646
2024;ODD;Charges fiscales correspondant au produit total des impots et cotisations sociales obligatoires apres deduction des montants dus non recouvrables;FRA;France;EUR;Euro;1266634
2024;D91;Impots en capital;FRA;France;EUR;Euro;21474
2024;D995FE;Cotisations sociales effectives a la charge des salaries dues non recouvrables;FRA;France;EUR;Euro;667
2024;D91C;Autres impots en capital n.c.a.;FRA;France;EUR;Euro;197
2024;D613CE;Cotisations sociales effectives obligatoires a la charge des salaries;FRA;France;EUR;Euro;104256
2024;D613CN;Cotisations sociales effectives obligatoires a la charge des personnes n'occupant pas d'emploi;FRA;France;EUR;Euro;3872
2024;D29B;Impots sur l'utilisation d'actifs fixes;FRA;France;EUR;Euro;1359
2024;D214L;Autres impots sur les produits n.c.a.;FRA;France;EUR;Euro;560
2024;D214H;Autres taxes sur des services determines;FRA;France;EUR;Euro;8628
2024;D29;Autres impots sur la production;FRA;France;EUR;Euro;129022
2024;D612;Cotisations sociales imputees a la charge des employeurs;FRA;France;EUR;Euro;51216
2024;D51E;Autres impots sur le revenu n.c.a.;FRA;France;EUR;Euro;144
2002;D2122F;Benefices des monopoles sur l'importation;GRC;Grece;EUR;Euro;0
2002;D6142;Supplements de cotisations autres que de pension a la charge des menages;GRC;Grece;EUR;Euro;0
2002;D51C;Impots sur les gains de detention;GRC;Grece;EUR;Euro;0
2002;D995E;Cotisations sociales effectives a la charge des employeurs dues non recouvrables;GRC;Grece;EUR;Euro;0
2002;D2122B;Montants compensatoires monetaires preleves a l'importation;GRC;Grece;EUR;Euro;0
2002;D995G;Impots en capital dus non recouvrables;GRC;Grece;EUR;Euro;0
2002;D29G;Sous-compensation de la TVA (regime forfaitaire);GRC;Grece;EUR;Euro;0
2002;D995FN;Cotisations sociales effectives a la charge des personnes n'occupant pas d'emploi dues non recouvrables;GRC;Grece;EUR;Euro;0
2002;D613V;Cotisations sociales effectives volontaires des menages;GRC;Grece;EUR;Euro;0
2002;D59B;Impots de capitation;GRC;Grece;EUR;Euro;0
2002;D214K;Droits sur les exportations et montants compensatoires monetaires preleves a l'exportation;GRC;Grece;EUR;Euro;0
2002;D2122D;Impots generaux sur les ventes;GRC;Grece;EUR;Euro;0
2002;D29C;Impots sur la masse salariale ou les effectifs employes;GRC;Grece;EUR;Euro;0
2002;D995B;Autres impots sur la production dus non recouvrables;GRC;Grece;EUR;Euro;0
2002;D995FE;Cotisations sociales effectives a la charge des salaries dues non recouvrables;GRC;Grece;EUR;Euro;0
2002;D995A;Impots sur les produits dus non recouvrables;GRC;Grece;EUR;Euro;0
2002;D51C1;Impots sur les gains de detention des personnes physiques ou des menages;GRC;Grece;EUR;Euro;0
2002;D995FS;Cotisations sociales effectives a la charge des travailleurs independants dues non recouvrables;GRC;Grece;EUR;Euro;0
2002;D995C;Impots sur le revenu dus non recouvrables;GRC;Grece;EUR;Euro;0
2002;D611V;Cotisations sociales effectives volontaires des employeurs;GRC;Grece;EUR;Euro;0
2002;D59C;Impots sur la depense;GRC;Grece;EUR;Euro;0
2002;D613CN;Cotisations sociales effectives obligatoires a la charge des personnes n'occupant pas d'emploi;GRC;Grece;EUR;Euro;0
2002;D29D;Impots sur les transactions internationales;GRC;Grece;EUR;Euro;0
2002;D614;Supplements de cotisations sociales a la charge des menages;GRC;Grece;EUR;Euro;0
2002;D995;Transferts en capital des administrations publiques vers les secteurs concernes correspondant a des impots et contributions sociales notifies mais non susceptible d'être perçus;GRC;Grece;EUR;Euro;0
2002;D61SC;Remuneration du service des regimes d'assurance sociale (-);GRC;Grece;EUR;Euro;0
2002;D2122A;Prelevements sur les produits agricoles importes;GRC;Grece;EUR;Euro;0
2002;D51C3;Autres impots sur les gains de detention n.c.a.;GRC;Grece;EUR;Euro;0
2002;D613CS;Cotisations sociales effectives obligatoires a la charge des travailleurs independants;GRC;Grece;EUR;Euro;0
2002;D995F;Cotisations sociales effectives a la charge des menages dues non recouvrables;GRC;Grece;EUR;Euro;0
2002;D6141;Supplements de cotisations de pension a la charge des menages;GRC;Grece;EUR;Euro;0
2002;D995D;Autres impots courants dus non recouvrables;GRC;Grece;EUR;Euro;0
2002;D2122E;Impots sur des services determines;GRC;Grece;EUR;Euro;0
2002;D214J;Benefices des monopoles fiscaux;GRC;Grece;EUR;Euro;0
2002;D59E;Impots sur les transactions internationales;GRC;Grece;EUR;Euro;0
2002;D6122;Cotisations imputees autres que de pension a la charge des employeurs;GRC;Grece;EUR;Euro;0
2002;D51C2;Impots sur les gains de detention des societes;GRC;Grece;EUR;Euro;0
2002;ODA;Total des recettes fiscales;GRC;Grece;EUR;Euro;35858
2002;D613C;Cotisations sociales effectives obligatoires a la charge des menages;GRC;Grece;EUR;Euro;9544
2002;D61;Cotisations sociales nettes;GRC;Grece;EUR;Euro;20520
2002;D51D;Taxes sur les gains des loteries et des paris;GRC;Grece;EUR;Euro;39
2002;D6131;Cotisations de pension effectives a la charge des menages;GRC;Grece;EUR;Euro;6963
2002;D613;Cotisations sociales effectives a la charge des menages;GRC;Grece;EUR;Euro;9544
2002;D91B;Prelevements sur le capital;GRC;Grece;EUR;Euro;37
2002;D2122C;Droits d'accise;GRC;Grece;EUR;Euro;63
2002;D214D;Taxes a l'immatriculation des vehicules;GRC;Grece;EUR;Euro;775
2002;D51O;Impots sur le revenu des societes y compris les gains de detention;GRC;Grece;EUR;Euro;5355
2002;D29;Autres impots sur la production;GRC;Grece;EUR;Euro;941
2002;D612;Cotisations sociales imputees a la charge des employeurs;GRC;Grece;EUR;Euro;2392
2002;D214A;Droits d'accise et impots de consommation;GRC;Grece;EUR;Euro;4591
2002;D212;Impots et droits sur les importations, a l'exclusion de la TVA;GRC;Grece;EUR;Euro;79
2002;D2_D5_D91_D611_D613;Total des impots et des cotisations sociales;GRC;Grece;EUR;Euro;53986
2002;D59D;Paiements effectues par les menages en vue de l obtention de licences;GRC;Grece;EUR;Euro;461
