annee;cde_pays;pays;cde_mesure;mesure;cde_unite;unite;cde_domaine;domaine;valeur_mesuree
2017;LVA;Lettonie;Sentiment de securite la nuit;Sentiment de securite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;60
2017;LVA;Lettonie;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;88,05404608
2017;LVA;Lettonie;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;8,212063606
2017;LVA;Lettonie;Jeunes sans emploi et sortis du systeme educatif;Jeunes sans emploi et sortis du systeme educatif;PT_POP_Y15T24;Pourcentage de la population a¢gee de 15 a  24 ans;HSL_2;Travail et qualite de l'emploi;11,974056
2017;LVA;Lettonie;Taux de chomage de longue duree;Taux de chomage de longue duree;PT_LF;Pourcentage des depenses de sante;HSL_2;Travail et qualite de l'emploi;3,35880968
2017;LVA;Lettonie;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salaries;HSL_2;Travail et qualite de l'emploi;1,75
2017;LVA;Lettonie;Taux d emploi;Taux d emploi;PT_POP_Y25T64;Pourcentage de la population a¢gee de 25 a  64 ans;HSL_2;Travail et qualite de l'emploi;76,435
2017;LVA;Lettonie;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des E-U, PPA convertis;HSL_2;Travail et qualite de l'emploi;34420,115
2017;LVA;Lettonie;Revenu disponible ajuste net des menages et des ISBLSM par habitant;Revenu disponible ajuste net des menages et des ISBLSM par habitant;USD_PPP_PS;Dollars des E-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;21524
2017;LVA;Lettonie;Patrimoine net median;Patrimoine net median;USD_HH_PPP;Dollars des E-U par menage, PPA convertis;HSL_1;Revenu et patrimoine;48227
2017;LVA;Lettonie;Patrimoine financier liquide equivalent insuffisant pour se maintenir au-dessus du seuil national annuel de pauvrete monetaire relative pendant troisÂ mois;Patrimoine financier liquide equivalent insuffisant pour se maintenir au-dessus du seuil national annuel de pauvrete monetaire relative pendant troisÂ mois;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;83,22752714
2018;LVA;Lettonie;Menages disposant d un acces internet;Menages disposant d un acces internet;PT_HH;Pourcentage de menages;HSL_3;Logement;78,7898
2018;LVA;Lettonie;Menages vivant dans des logements surpeuples;Menages vivant dans des logements surpeuples;PT_HH;Pourcentage de menages;HSL_3;Logement;34,20690596
2018;LVA;Lettonie;Accessibilite financiere du logement;Accessibilite financiere du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajuste des menages;HSL_3;Logement;83,18798377
2018;LVA;Lettonie;Decile superieur des resultats en comprehension de l ecrit;Decile superieur des resultats en comprehension de l ecrit;FCTR_D1_SCR;Facteur de decile des scores les plus bas;HSL_6;Savoirs et competences;1,651976943
2018;LVA;Lettonie;Decile superieur des resultats en mathematiques;Decile superieur des resultats en mathematiques;FCTR_D1_SCR;Facteur de decile des scores les plus bas;HSL_6;Savoirs et competences;1,52690196
2018;LVA;Lettonie;Decile superieur des resultats en sciences;Decile superieur des resultats en sciences;FCTR_D1_SCR;Facteur de decile des scores les plus bas;HSL_6;Savoirs et competences;1,579974532
2018;LVA;Lettonie;Faible competences dans les trois domaines evalues par le PISA;Faible competences dans les trois domaines evalues par le PISA;PT_ST;Pourcentage de depenses chez le maªme prestataire;HSL_6;Savoirs et competences;9,158704063
2018;LVA;Lettonie;Competences des eleves en comprehension de l ecrit;Competences des eleves en comprehension de l ecrit;PO;Points;HSL_6;Savoirs et competences;478,6986742
2018;LVA;Lettonie;Competences des eleves en sciences;Competences des eleves en sciences;PO;Points;HSL_6;Savoirs et competences;487,2505882
2018;LVA;Lettonie;Competences des eleves en mathematiques;Competences des eleves en mathematiques;PO;Points;HSL_6;Savoirs et competences;496,1263306
2018;LVA;Lettonie;Quintile superieur de la satisfaction a  l egard de la vie;Quintile superieur de la satisfaction a  l egard de la vie;FCTR_Q1_SCR_LIFE_SATISFACTION;Facteur de quintile de satisfaction a  l'egard de la vie les plus bas;HSL_11;Bien-aªtre subjectif;2,32991772
2018;LVA;Lettonie;Quintile superieur de la satisfaction a  l egard des relations personnelles;Quintile superieur de la satisfaction a  l egard des relations personnelles;FCTR_Q1_SCR_PERS_REL_SATISFACTION;Facteur de quintile de satisfaction des relations personnelle les plus bas;HSL_7;Liens sociaux;1,924568203
2018;LVA;Lettonie;Acces a  des espaces verts;Acces a  des espaces verts;PT_POP_URB;Pourcentage de population urbaine;HSL_9;Qualite environnementale;68,87583945
2018;LVA;Lettonie;Quintile superieur de la satisfaction a  l egard de l emploi du temps;Quintile superieur de la satisfaction a  l egard de l emploi du temps;FCTR_Q1_SCR_TIME_USE;Facteur de quintile de satisfaction a  l'egard de l'utilisation du temps les plus bas;HSL_4;Equilibre travail-vie;2,332718476
2018;LVA;Lettonie;Participation electorale;Participation electorale;PT_VOTES;Pourcentage des votes;HSL_8;Engagement civique;54,58
2018;LVA;Lettonie;Satisfaction a  l egard de la vie;Satisfaction a  l egard de la vie;0_TO_10;Echelle 0-10;HSL_11;Bien-aªtre subjectif;6,737704474
2018;LVA;Lettonie;Satisfaction a  l egard de l emploi du temps;Satisfaction a  l egard de l emploi du temps;0_TO_10;Echelle 0-10;HSL_4;Equilibre travail-vie;6,999675223
2018;LVA;Lettonie;Satisfaction a  l egard des relations personnelles;Satisfaction a  l egard des relations personnelles;0_TO_10;Echelle 0-10;HSL_7;Liens sociaux;7,75321035
2018;LVA;Lettonie;Quintile superieur du revenu disponible moyen des menages;Quintile superieur du revenu disponible moyen des menages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;6,602417553
2018;LVA;Lettonie;Esperance de vie a  la naissance;Esperance de vie a  la naissance;Y;Annees;HSL_5;Sante;75,1
2018;LVA;Lettonie;Deces dus au suicide, a  l alcool ou a  la drogue;Deces dus au suicide, a  l alcool ou a  la drogue;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_5;Sante;41,10483366
2018;LVA;Lettonie;Mortalite routiere;Mortalite routiere;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;7,835307035
2018;LVA;Lettonie;Homicides;Homicides;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;3,8
2018;LVA;Lettonie;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;17,48140549
2018;LVA;Lettonie;Surcharge financiere liee au coa»t du logement;Surcharge financiere liee au coa»t du logement;PT_POP;Pourcentage de la population;HSL_3;Logement;7,195388526
2018;LVA;Lettonie;Exposition a  la pollution de l air;Exposition a  la pollution de l air;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;99,855972
2018;LVA;Lettonie;Exposition a  des temperatures extraªmes;Exposition a  des temperatures extraªmes;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;0
2018;LVA;Lettonie;Sentiment de solitude;Sentiment de solitude;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_7;Liens sociaux;5,927276851
2018;LVA;Lettonie;Satisfaction a  l egard des relations personnelles inferieure a  5;Satisfaction a  l egard des relations personnelles inferieure a  5;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_7;Liens sociaux;3,177935763
2018;LVA;Lettonie;Satisfaction a  l egard de l emploi du temps inferieure a  5;Satisfaction a  l egard de l emploi du temps inferieure a  5;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_4;Equilibre travail-vie;9,269634743
2018;LVA;Lettonie;Satisfaction a  l egard de la vie inferieure a  5;Satisfaction a  l egard de la vie inferieure a  5;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_11;Bien-aªtre subjectif;10,11268899
2018;LVA;Lettonie;Incapacite a  maintenir le logement a  bonne temperature;Incapacite a  maintenir le logement a  bonne temperature;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_3;Logement;7,5
2018;LVA;Lettonie;Difficultes a  joindre les deuxÂ bouts;Difficultes a  joindre les deuxÂ bouts;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_1;Revenu et patrimoine;32,1
2018;LVA;Lettonie;Etat de sante percu comme bon;Etat de sante percu comme bon;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;46,9
2018;LVA;Lettonie;Etat de sante percu comme mauvais;Etat de sante percu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;15,5
2018;LVA;Lettonie;Bilan emotionnel negatif;Bilan emotionnel negatif;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;17,31023074
2018;LVA;Lettonie;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;21,66666667
2018;LVA;Lettonie;Sentiment d insecurite la nuit;Sentiment d insecurite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;30,66666667
2018;LVA;Lettonie;Sentiment de securite la nuit;Sentiment de securite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;60
2018;LVA;Lettonie;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;88,05404608
2018;LVA;Lettonie;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;8,212063606
2018;LVA;Lettonie;Satisfaction au travail;Satisfaction au travail;0_TO_10;Echelle 0-10;HSL_2;Travail et qualite de l'emploi;7,402837189
2018;LVA;Lettonie;Salaries a  temps plein dont la remuneration est inferieure a  deuxÂ tiers du salaire brut median;Salaries a  temps plein dont la remuneration est inferieure a  deuxÂ tiers du salaire brut median;PT_SAL_FT;Pourcentage de salaries a  plein temps;HSL_2;Travail et qualite de l'emploi;21,93333333
2018;LVA;Lettonie;Ecart de remuneration entre les genres;Ecart de remuneration entre les genres;PT_WG_SAL_M_D;Pourcentage du salaire des hommes dans le maªme decile;HSL_2;Travail et qualite de l'emploi;20,28985507
2018;LVA;Lettonie;Decile superieur de la remuneration des salaries a  temps plein;Decile superieur de la remuneration des salaries a  temps plein;FCTR_D1_EARN;Facteur de decile des gains les plus bas;HSL_2;Travail et qualite de l'emploi;4,079591837
2018;LVA;Lettonie;Jeunes sans emploi et sortis du systeme educatif;Jeunes sans emploi et sortis du systeme educatif;PT_POP_Y15T24;Pourcentage de la population a¢gee de 15 a  24 ans;HSL_2;Travail et qualite de l'emploi;8,5120964
2018;LVA;Lettonie;Taux de chomage de longue duree;Taux de chomage de longue duree;PT_LF;Pourcentage des depenses de sante;HSL_2;Travail et qualite de l'emploi;3,15876977
2018;LVA;Lettonie;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salaries;HSL_2;Travail et qualite de l'emploi;1,72
2018;LVA;Lettonie;Taux d emploi;Taux d emploi;PT_POP_Y25T64;Pourcentage de la population a¢gee de 25 a  64 ans;HSL_2;Travail et qualite de l'emploi;78,226
2018;LVA;Lettonie;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des E-U, PPA convertis;HSL_2;Travail et qualite de l'emploi;35685,662
2018;LVA;Lettonie;Revenu disponible ajuste net des menages et des ISBLSM par habitant;Revenu disponible ajuste net des menages et des ISBLSM par habitant;USD_PPP_PS;Dollars des E-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;22633
2019;LVA;Lettonie;Menages disposant d un acces internet;Menages disposant d un acces internet;PT_HH;Pourcentage de menages;HSL_3;Logement;83,3023
2019;LVA;Lettonie;Menages vivant dans des logements surpeuples;Menages vivant dans des logements surpeuples;PT_HH;Pourcentage de menages;HSL_3;Logement;33,14557672
2019;LVA;Lettonie;Accessibilite financiere du logement;Accessibilite financiere du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajuste des menages;HSL_3;Logement;83,58273488
2019;LVA;Lettonie;Quintile superieur du revenu disponible moyen des menages;Quintile superieur du revenu disponible moyen des menages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;6,234152066
2019;LVA;Lettonie;Esperance de vie a  la naissance;Esperance de vie a  la naissance;Y;Annees;HSL_5;Sante;75,7
2019;LVA;Lettonie;Deces dus au suicide, a  l alcool ou a  la drogue;Deces dus au suicide, a  l alcool ou a  la drogue;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_5;Sante;36,9560322
2019;LVA;Lettonie;Mortalite routiere;Mortalite routiere;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;7,053947546
2019;LVA;Lettonie;Homicides;Homicides;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;3,2
2019;LVA;Lettonie;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;16,22236405
2019;LVA;Lettonie;Surcharge financiere liee au coa»t du logement;Surcharge financiere liee au coa»t du logement;PT_POP;Pourcentage de la population;HSL_3;Logement;5,341581255
2019;LVA;Lettonie;Exposition a  la pollution de l air;Exposition a  la pollution de l air;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;99,856453
2019;LVA;Lettonie;Exposition a  des temperatures extraªmes;Exposition a  des temperatures extraªmes;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;0
2019;LVA;Lettonie;Incapacite a  maintenir le logement a  bonne temperature;Incapacite a  maintenir le logement a  bonne temperature;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_3;Logement;8
2019;LVA;Lettonie;Difficultes a  joindre les deuxÂ bouts;Difficultes a  joindre les deuxÂ bouts;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_1;Revenu et patrimoine;25
2019;LVA;Lettonie;Etat de sante percu comme bon;Etat de sante percu comme bon;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;47,1
2019;LVA;Lettonie;Etat de sante percu comme mauvais;Etat de sante percu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;15,4
2019;LVA;Lettonie;Bilan emotionnel negatif;Bilan emotionnel negatif;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;17,31023074
2019;LVA;Lettonie;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;21,66666667
2019;LVA;Lettonie;Cas autodeclares de depression;Cas autodeclares de depression;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_5;Sante;5,6
2019;LVA;Lettonie;Sentiment d insecurite la nuit;Sentiment d insecurite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;30,66666667
2019;LVA;Lettonie;Sentiment de securite la nuit;Sentiment de securite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;60
2019;LVA;Lettonie;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;88,05404608
2019;LVA;Lettonie;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;8,212063606
2019;LVA;Lettonie;Decile superieur de la remuneration des salaries a  temps plein;Decile superieur de la remuneration des salaries a  temps plein;FCTR_D1_EARN;Facteur de decile des gains les plus bas;HSL_2;Travail et qualite de l'emploi;4,087742176
2019;LVA;Lettonie;Jeunes sans emploi et sortis du systeme educatif;Jeunes sans emploi et sortis du systeme educatif;PT_POP_Y15T24;Pourcentage de la population a¢gee de 15 a  24 ans;HSL_2;Travail et qualite de l'emploi;8,1775236
2019;LVA;Lettonie;Taux de chomage de longue duree;Taux de chomage de longue duree;PT_LF;Pourcentage des depenses de sante;HSL_2;Travail et qualite de l'emploi;2,474262526
2019;LVA;Lettonie;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salaries;HSL_2;Travail et qualite de l'emploi;1,39
2019;LVA;Lettonie;Taux d emploi;Taux d emploi;PT_POP_Y25T64;Pourcentage de la population a¢gee de 25 a  64 ans;HSL_2;Travail et qualite de l'emploi;79,009
2019;LVA;Lettonie;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des E-U, PPA convertis;HSL_2;Travail et qualite de l'emploi;37147,565
2019;LVA;Lettonie;Revenu disponible ajuste net des menages et des ISBLSM par habitant;Revenu disponible ajuste net des menages et des ISBLSM par habitant;USD_PPP_PS;Dollars des E-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;22979
2020;LVA;Lettonie;Menages disposant d un acces internet;Menages disposant d un acces internet;PT_HH;Pourcentage de menages;HSL_3;Logement;87,5546
2020;LVA;Lettonie;Menages vivant dans des logements surpeuples;Menages vivant dans des logements surpeuples;PT_HH;Pourcentage de menages;HSL_3;Logement;33,98613632
2020;LVA;Lettonie;Accessibilite financiere du logement;Accessibilite financiere du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajuste des menages;HSL_3;Logement;83,40879069
2020;LVA;Lettonie;Decile superieur des menages les plus riches;Decile superieur des menages les plus riches;PT_B90_S14;Pourcentage de la richesse des menages;HSL_1;Revenu et patrimoine;55,0798645
2020;LVA;Lettonie;Quintile superieur du revenu disponible moyen des menages;Quintile superieur du revenu disponible moyen des menages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;6,679995045
2020;LVA;Lettonie;Esperance de vie a  la naissance;Esperance de vie a  la naissance;Y;Annees;HSL_5;Sante;75,5
2020;LVA;Lettonie;Deces dus au suicide, a  l alcool ou a  la drogue;Deces dus au suicide, a  l alcool ou a  la drogue;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_5;Sante;35,16118853
2020;LVA;Lettonie;Mortalite routiere;Mortalite routiere;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;7,419299334
2020;LVA;Lettonie;Homicides;Homicides;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;3,3
2020;LVA;Lettonie;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;16,86883872
2020;LVA;Lettonie;Surcharge financiere liee au coa»t du logement;Surcharge financiere liee au coa»t du logement;PT_POP;Pourcentage de la population;HSL_3;Logement;6,86327517
2020;LVA;Lettonie;Exposition a  la pollution de l air;Exposition a  la pollution de l air;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;99,856949
2020;LVA;Lettonie;Exposition a  des temperatures extraªmes;Exposition a  des temperatures extraªmes;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;0
2020;LVA;Lettonie;Incapacite a  maintenir le logement a  bonne temperature;Incapacite a  maintenir le logement a  bonne temperature;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_3;Logement;6
2020;LVA;Lettonie;Difficultes a  joindre les deuxÂ bouts;Difficultes a  joindre les deuxÂ bouts;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_1;Revenu et patrimoine;24,2
2020;LVA;Lettonie;Etat de sante percu comme bon;Etat de sante percu comme bon;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;49,7
2020;LVA;Lettonie;Etat de sante percu comme mauvais;Etat de sante percu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;13,7
2020;LVA;Lettonie;Bilan emotionnel negatif;Bilan emotionnel negatif;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;11,68632605
2020;LVA;Lettonie;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;21
2020;LVA;Lettonie;Sentiment d insecurite la nuit;Sentiment d insecurite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;19,33333333
2020;LVA;Lettonie;Sentiment de securite la nuit;Sentiment de securite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;74,66666667
2020;LVA;Lettonie;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;92,91189505
2020;LVA;Lettonie;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;6,274636632
2020;LVA;Lettonie;Decile superieur de la remuneration des salaries a  temps plein;Decile superieur de la remuneration des salaries a  temps plein;FCTR_D1_EARN;Facteur de decile des gains les plus bas;HSL_2;Travail et qualite de l'emploi;4,067210837
2020;LVA;Lettonie;Jeunes sans emploi et sortis du systeme educatif;Jeunes sans emploi et sortis du systeme educatif;PT_POP_Y15T24;Pourcentage de la population a¢gee de 15 a  24 ans;HSL_2;Travail et qualite de l'emploi;9,4070539
2020;LVA;Lettonie;Taux de chomage de longue duree;Taux de chomage de longue duree;PT_LF;Pourcentage des depenses de sante;HSL_2;Travail et qualite de l'emploi;2,29515649
2020;LVA;Lettonie;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salaries;HSL_2;Travail et qualite de l'emploi;1,65
2020;LVA;Lettonie;Taux d emploi;Taux d emploi;PT_POP_Y25T64;Pourcentage de la population a¢gee de 25 a  64 ans;HSL_2;Travail et qualite de l'emploi;78,642
2020;LVA;Lettonie;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des E-U, PPA convertis;HSL_2;Travail et qualite de l'emploi;38610,604
2020;LVA;Lettonie;Revenu disponible ajuste net des menages et des ISBLSM par habitant;Revenu disponible ajuste net des menages et des ISBLSM par habitant;USD_PPP_PS;Dollars des E-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;23164
2020;LVA;Lettonie;Patrimoine net median;Patrimoine net median;USD_HH_PPP;Dollars des E-U par menage, PPA convertis;HSL_1;Revenu et patrimoine;69735
2020;LVA;Lettonie;Patrimoine financier liquide equivalent insuffisant pour se maintenir au-dessus du seuil national annuel de pauvrete monetaire relative pendant troisÂ mois;Patrimoine financier liquide equivalent insuffisant pour se maintenir au-dessus du seuil national annuel de pauvrete monetaire relative pendant troisÂ mois;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;57,42357969
2021;LVA;Lettonie;Menages disposant d un acces internet;Menages disposant d un acces internet;PT_HH;Pourcentage de menages;HSL_3;Logement;89,4787
2021;LVA;Lettonie;Menages vivant dans des logements surpeuples;Menages vivant dans des logements surpeuples;PT_HH;Pourcentage de menages;HSL_3;Logement;32,50114322
2021;LVA;Lettonie;Accessibilite financiere du logement;Accessibilite financiere du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajuste des menages;HSL_3;Logement;83,07561477
2021;LVA;Lettonie;Quintile superieur de la satisfaction a  l egard de la vie;Quintile superieur de la satisfaction a  l egard de la vie;FCTR_Q1_SCR_LIFE_SATISFACTION;Facteur de quintile de satisfaction a  l'egard de la vie les plus bas;HSL_11;Bien-aªtre subjectif;2,139638727
2021;LVA;Lettonie;Avoir son mot a  dire concernant l action des pouvoirs publics;Avoir son mot a  dire concernant l action des pouvoirs publics;PT_POP_Y16T65;Pourcentage de la population a¢gee de 16 a  65 ans;HSL_8;Engagement civique;13,655709
2021;LVA;Lettonie;Ne pas avoir son mot a  dire concernant l action des pouvoirs publics;Ne pas avoir son mot a  dire concernant l action des pouvoirs publics;PT_POP_Y16T65;Pourcentage de la population a¢gee de 16 a  65 ans;HSL_8;Engagement civique;73,578562
2021;LVA;Lettonie;Satisfaction a  l egard de la vie;Satisfaction a  l egard de la vie;0_TO_10;Echelle 0-10;HSL_11;Bien-aªtre subjectif;6,744741924
2021;LVA;Lettonie;Quintile superieur du revenu disponible moyen des menages;Quintile superieur du revenu disponible moyen des menages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;6,315277047
2021;LVA;Lettonie;Esperance de vie a  la naissance;Esperance de vie a  la naissance;Y;Annees;HSL_5;Sante;73,1
2021;LVA;Lettonie;Deces dus au suicide, a  l alcool ou a  la drogue;Deces dus au suicide, a  l alcool ou a  la drogue;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_5;Sante;44,21541936
2021;LVA;Lettonie;Mortalite routiere;Mortalite routiere;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;7,747454218
2021;LVA;Lettonie;Homicides;Homicides;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;3,4
2021;LVA;Lettonie;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;15,9818034
2021;LVA;Lettonie;Surcharge financiere liee au coa»t du logement;Surcharge financiere liee au coa»t du logement;PT_POP;Pourcentage de la population;HSL_3;Logement;6,659986824
2021;LVA;Lettonie;Exposition a  des temperatures extraªmes;Exposition a  des temperatures extraªmes;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;0
2021;LVA;Lettonie;Satisfaction a  l egard de la vie inferieure a  5;Satisfaction a  l egard de la vie inferieure a  5;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_11;Bien-aªtre subjectif;8,21917912
2021;LVA;Lettonie;Incapacite a  maintenir le logement a  bonne temperature;Incapacite a  maintenir le logement a  bonne temperature;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_3;Logement;4,9
2021;LVA;Lettonie;Difficultes a  joindre les deuxÂ bouts;Difficultes a  joindre les deuxÂ bouts;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_1;Revenu et patrimoine;20,1
2021;LVA;Lettonie;Etat de sante percu comme bon;Etat de sante percu comme bon;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;49,8
2021;LVA;Lettonie;Etat de sante percu comme mauvais;Etat de sante percu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;13,1
2021;LVA;Lettonie;Bilan emotionnel negatif;Bilan emotionnel negatif;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;11,68632605
2021;LVA;Lettonie;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;21
2021;LVA;Lettonie;Sentiment d insecurite la nuit;Sentiment d insecurite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;19,33333333
