cde_operation;operation;cde_depense;depense_cat;depense_cat_courte;depense_courte;depense;annee;montant;cde_pays;pays
D9;Transferts en capital (*);GF0902;09 - Enseignement;Enseignement;Enseignement secondaire;09.2 - Enseignement secondaire;2019;0,248;FRA;France
D9;Transferts en capital (*);GF0903;09 - Enseignement;Enseignement;Enseignement postsecondaire non superieur;09.3 - Enseignement postsecondaire non superieur;2019;0,004;FRA;France
D9;Transferts en capital (*);GF0904;09 - Enseignement;Enseignement;Enseignement superieur;09.4 - Enseignement superieur;2019;0,126;FRA;France
D9;Transferts en capital (*);GF0905;09 - Enseignement;Enseignement;Enseignement non defini par niveau;09.5 - Enseignement non defini par niveau;2019;0,13;FRA;France
D9;Transferts en capital (*);GF0906;09 - Enseignement;Enseignement;Services annexes a l enseignement;09.6 - Services annexes a l'enseignement;2019;0,115;FRA;France
D9;Transferts en capital (*);GF0907;09 - Enseignement;Enseignement;RetD dans le domaine de l enseignement;09.7 - R-D dans le domaine de l'enseignement;2019;0;FRA;France
D9;Transferts en capital (*);GF0908;09 - Enseignement;Enseignement;Enseignement n.c.a.;09.8 - Enseignement n.c.a.;2019;0;FRA;France
D9;Transferts en capital (*);GF10;10 - Protection sociale;Protection sociale;Securite sociale et oeuvres sociales;10 - Protection sociale;2019;2,562;FRA;France
D9;Transferts en capital (*);GF1001;10 - Protection sociale;Protection sociale;Maladie et invalidite;10.1 - Maladie et invalidite;2019;0,361;FRA;France
D9;Transferts en capital (*);GF1002;10 - Protection sociale;Protection sociale;Vieillesse;10.2 - Vieillesse;2019;0,121;FRA;France
D9;Transferts en capital (*);GF1003;10 - Protection sociale;Protection sociale;Survivants;10.3 - Survivants;2019;0,235;FRA;France
D9;Transferts en capital (*);GF1004;10 - Protection sociale;Protection sociale;Famille et enfants;10.4 - Famille et enfants;2019;0,283;FRA;France
D9;Transferts en capital (*);GF1005;10 - Protection sociale;Protection sociale;Chomage;10.5 - Chomage;2019;1,125;FRA;France
D9;Transferts en capital (*);GF1006;10 - Protection sociale;Protection sociale;Logement;10.6 - Logement;2019;0,358;FRA;France
D9;Transferts en capital (*);GF1007;10 - Protection sociale;Protection sociale;Exclusion sociale n.c.a.;10.7 - Exclusion sociale n.c.a.;2019;0,051;FRA;France
D9;Transferts en capital (*);GF1008;10 - Protection sociale;Protection sociale;RetD dans le domaine de la protection sociale;10.8 - R-D dans le domaine de la protection sociale;2019;0;FRA;France
D9;Transferts en capital (*);GF1009;10 - Protection sociale;Protection sociale;Protection sociale n.c.a.;10.9 - Protection sociale n.c.a.;2019;0,028;FRA;France
P5L;Acquisition nette d actifs non financiers;GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;2019;16,95;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;2019;0,446;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Aide economique exterieure;01.2 - Aide economique exterieure;2019;0,007;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux;01.3 - Services generaux;2019;7,484;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Recherche fondamentale;01.4 - Recherche fondamentale;2019;8,819;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;2019;0;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques n.c.a.;01.6 - Services generaux des administrations publiques n.c.a.;2019;0,192;FRA;France
P5L;Acquisition nette d actifs non financiers;GF02;02 - Defense;Defense;Defense nationale;02 - Defense;2019;7,781;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0201;02 - Defense;Defense;Defense militaire;02.1 - Defense militaire;2019;6,47;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0202;02 - Defense;Defense;Defense civile;02.2 - Defense civile;2019;0,002;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0203;02 - Defense;Defense;Aide militaire a des pays etrangers;02.3 - Aide militaire a des pays etrangers;2019;0,029;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0204;02 - Defense;Defense;R et D concernant la defense;02.4 - R-D concernant la defense;2019;0,135;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0205;02 - Defense;Defense;Defense n.c.a.;02.5 - Defense n.c.a.;2019;1,146;FRA;France
P5L;Acquisition nette d actifs non financiers;GF03;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;2019;2,702;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0301;03 - Ordre et securite publics;Ordre et securite publics;Services de police;03.1 - Services de police;2019;0,91;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0302;03 - Ordre et securite publics;Ordre et securite publics;Services de protection civile;03.2 - Services de protection civile;2019;1,064;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0303;03 - Ordre et securite publics;Ordre et securite publics;Tribunaux;03.3 - Tribunaux;2019;0,319;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0304;03 - Ordre et securite publics;Ordre et securite publics;Administration penitentiaire;03.4 - Administration penitentiaire;2019;0,345;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0305;03 - Ordre et securite publics;Ordre et securite publics;RetD concernant l ordre et la securite publics;03.5 - R-D concernant l'ordre et la securite publics;2019;0,008;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0306;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics n.c.a.;03.6 - Ordre et securite publics n.c.a.;2019;0,055;FRA;France
P5L;Acquisition nette d actifs non financiers;GF04;04 - Affaires economiques;Affaires economiques;Affaires economiques;04 - Affaires economiques;2019;33,387;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0401;04 - Affaires economiques;Affaires economiques;Tutelle de l economie generale, des echanges et de l emploi;04.1 - Tutelle de l'economie generale, des echanges et de l'emploi;2019;0,906;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0402;04 - Affaires economiques;Affaires economiques;Agriculture, sylviculture, peche et chasse;04.2 - Agriculture, sylviculture, peche et chasse;2019;0,296;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0403;04 - Affaires economiques;Affaires economiques;Combustibles et energie;04.3 - Combustibles et energie;2019;1,286;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0404;04 - Affaires economiques;Affaires economiques;Industries extractives et manufacturieres, construction;04.4 - Industries extractives et manufacturieres, construction;2019;0,056;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0405;04 - Affaires economiques;Affaires economiques;Transports;04.5 - Transports;2019;20,453;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0406;04 - Affaires economiques;Affaires economiques;Communications;04.6 - Communications;2019;0,252;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0407;04 - Affaires economiques;Affaires economiques;Autres branches d activite;04.7 - Autres branches d'activite;2019;1,748;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0408;04 - Affaires economiques;Affaires economiques;RetD concernant les affaires economiques;04.8 - R-D concernant les affaires economiques;2019;8,201;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0409;04 - Affaires economiques;Affaires economiques;Affaires economiques n.c.a.;04.9 - Affaires economiques n.c.a.;2019;0,19;FRA;France
P5L;Acquisition nette d actifs non financiers;GF05;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement;05 - Protection de l'environnement;2019;5,684;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0501;05 - Protection de l environnement;Protection de l environnement;Gestion des dechets;05.1 - Gestion des dechets;2019;1,935;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0502;05 - Protection de l environnement;Protection de l environnement;Gestion des eaux usees;05.2 - Gestion des eaux usees;2019;2,51;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0503;05 - Protection de l environnement;Protection de l environnement;Lutte contre la pollution;05.3 - Lutte contre la pollution;2019;0,125;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0504;05 - Protection de l environnement;Protection de l environnement;Preservation de la diversite biologique et protection de la nature;05.4 - Preservation de la diversite biologique et protection de la nature;2019;0,568;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0505;05 - Protection de l environnement;Protection de l environnement;RetD dans le domaine de la protection de l environnement;05.5 - R-D dans le domaine de la protection de l'environnement;2019;0,428;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0506;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement n.c.a.;05.6 - Protection de l'environnement n.c.a.;2019;0,119;FRA;France
P5L;Acquisition nette d actifs non financiers;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et developpement collectif;06 - Logements et equipements collectifs;2019;8,164;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logements;06.1 - Logements;2019;0,47;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;equipements collectifs;06.2 - Equipements collectifs;2019;5,619;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;Alimentation en eau;06.3 - Alimentation en eau;2019;1,412;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;eclairage public;06.4 - Eclairage public;2019;0,626;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et equipements collectifs n.c.a.;06.6 - Logement et equipements collectifs n.c.a.;2019;0,037;FRA;France
P5L;Acquisition nette d actifs non financiers;GF07;07 - Sante;Sante;Sante;07 - Sante;2019;7,716;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0703;07 - Sante;Sante;Services hospitaliers;07.3 - Services hospitaliers;2019;4,817;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0704;07 - Sante;Sante;Services de sante publique;07.4 - Services de sante publique;2019;0,165;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0705;07 - Sante;Sante;RetD dans le domaine de la sante;07.5 - R-D dans le domaine de la sante;2019;2,675;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0706;07 - Sante;Sante;Sante n.c.a.;07.6 - Sante n.c.a.;2019;0,059;FRA;France
P5L;Acquisition nette d actifs non financiers;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et cultes;08 - Loisirs, culture et culte;2019;9,009;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services recreatifs et sportifs;08.1 - Services recreatifs et sportifs;2019;4,188;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services culturels;08.2 - Services culturels;2019;3,246;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services de radiodiffusion, de television et d edition;08.3 - Services de radiodiffusion, de television et d'edition;2019;1,458;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;Culte et autres services communautaires;08.4 - Culte et autres services communautaires;2019;0,095;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et culte n.c.a.;08.6 - Loisirs, culture et culte n.c.a.;2019;0,023;FRA;France
