cde_operation;operation;cde_depense;depense_cat;depense_cat_courte;depense_courte;depense;annee;montant;cde_pays;pays
D7;Autres transferts courants (*);GF0409;04 - Affaires economiques;Affaires economiques;Affaires economiques n.c.a.;04.9 - Affaires economiques n.c.a.;2009;0,097;FRA;France
D7;Autres transferts courants (*);GF05;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement;05 - Protection de l'environnement;2009;0,505;FRA;France
D7;Autres transferts courants (*);GF0501;05 - Protection de l environnement;Protection de l environnement;Gestion des dechets;05.1 - Gestion des dechets;2009;0,171;FRA;France
D7;Autres transferts courants (*);GF0502;05 - Protection de l environnement;Protection de l environnement;Gestion des eaux usees;05.2 - Gestion des eaux usees;2009;0,241;FRA;France
D7;Autres transferts courants (*);GF0503;05 - Protection de l environnement;Protection de l environnement;Lutte contre la pollution;05.3 - Lutte contre la pollution;2009;0,029;FRA;France
D7;Autres transferts courants (*);GF0504;05 - Protection de l environnement;Protection de l environnement;Preservation de la diversite biologique et protection de la nature;05.4 - Preservation de la diversite biologique et protection de la nature;2009;0,026;FRA;France
D7;Autres transferts courants (*);GF0505;05 - Protection de l environnement;Protection de l environnement;RetD dans le domaine de la protection de l environnement;05.5 - R-D dans le domaine de la protection de l'environnement;2009;0,002;FRA;France
D7;Autres transferts courants (*);GF0506;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement n.c.a.;05.6 - Protection de l'environnement n.c.a.;2009;0,036;FRA;France
D7;Autres transferts courants (*);GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et developpement collectif;06 - Logements et equipements collectifs;2009;0,575;FRA;France
D7;Autres transferts courants (*);GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logements;06.1 - Logements;2009;0,049;FRA;France
D7;Autres transferts courants (*);GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;equipements collectifs;06.2 - Equipements collectifs;2009;0,348;FRA;France
D7;Autres transferts courants (*);GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;Alimentation en eau;06.3 - Alimentation en eau;2009;0,148;FRA;France
D7;Autres transferts courants (*);GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;eclairage public;06.4 - Eclairage public;2009;0,001;FRA;France
D7;Autres transferts courants (*);GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;2009;0,025;FRA;France
D7;Autres transferts courants (*);GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et equipements collectifs n.c.a.;06.6 - Logement et equipements collectifs n.c.a.;2009;0,004;FRA;France
D7;Autres transferts courants (*);GF07;07 - Sante;Sante;Sante;07 - Sante;2009;1,163;FRA;France
D7;Autres transferts courants (*);GF0701;07 - Sante;Sante;Produits, appareils et materiels medicaux;07.1 - Produits, appareils et materiels medicaux;2009;0;FRA;France
D7;Autres transferts courants (*);GF0702;07 - Sante;Sante;Services ambulatoires;07.2 - Services ambulatoires;2009;0;FRA;France
D7;Autres transferts courants (*);GF0703;07 - Sante;Sante;Services hospitaliers;07.3 - Services hospitaliers;2009;0,585;FRA;France
D7;Autres transferts courants (*);GF0704;07 - Sante;Sante;Services de sante publique;07.4 - Services de sante publique;2009;0,352;FRA;France
D7;Autres transferts courants (*);GF0705;07 - Sante;Sante;RetD dans le domaine de la sante;07.5 - R-D dans le domaine de la sante;2009;0,161;FRA;France
D7;Autres transferts courants (*);GF0706;07 - Sante;Sante;Sante n.c.a.;07.6 - Sante n.c.a.;2009;0,065;FRA;France
D7;Autres transferts courants (*);GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et cultes;08 - Loisirs, culture et culte;2009;3,354;FRA;France
D7;Autres transferts courants (*);GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services recreatifs et sportifs;08.1 - Services recreatifs et sportifs;2009;1,623;FRA;France
D7;Autres transferts courants (*);GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services culturels;08.2 - Services culturels;2009;1,459;FRA;France
D7;Autres transferts courants (*);GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services de radiodiffusion, de television et d edition;08.3 - Services de radiodiffusion, de television et d'edition;2009;0,065;FRA;France
D7;Autres transferts courants (*);GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;Culte et autres services communautaires;08.4 - Culte et autres services communautaires;2009;0,208;FRA;France
D7;Autres transferts courants (*);GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;RetD dans le domaine des loisirs, de la culture et du culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;2009;0;FRA;France
D7;Autres transferts courants (*);GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et culte n.c.a.;08.6 - Loisirs, culture et culte n.c.a.;2009;0;FRA;France
D7;Autres transferts courants (*);GF09;09 - Enseignement;Enseignement;Enseignement;09 - Enseignement;2009;4,042;FRA;France
D7;Autres transferts courants (*);GF0901;09 - Enseignement;Enseignement;Enseignement preelementaire et primaire;09.1 - Enseignement preelementaire et primaire;2009;0,567;FRA;France
D7;Autres transferts courants (*);GF0902;09 - Enseignement;Enseignement;Enseignement secondaire;09.2 - Enseignement secondaire;2009;1,099;FRA;France
D7;Autres transferts courants (*);GF0903;09 - Enseignement;Enseignement;Enseignement postsecondaire non superieur;09.3 - Enseignement postsecondaire non superieur;2009;0,004;FRA;France
D7;Autres transferts courants (*);GF0904;09 - Enseignement;Enseignement;Enseignement superieur;09.4 - Enseignement superieur;2009;0,301;FRA;France
D7;Autres transferts courants (*);GF0905;09 - Enseignement;Enseignement;Enseignement non defini par niveau;09.5 - Enseignement non defini par niveau;2009;0,59;FRA;France
D7;Autres transferts courants (*);GF0906;09 - Enseignement;Enseignement;Services annexes a l enseignement;09.6 - Services annexes a l'enseignement;2009;1,355;FRA;France
D7;Autres transferts courants (*);GF0907;09 - Enseignement;Enseignement;RetD dans le domaine de l enseignement;09.7 - R-D dans le domaine de l'enseignement;2009;0;FRA;France
D7;Autres transferts courants (*);GF0908;09 - Enseignement;Enseignement;Enseignement n.c.a.;09.8 - Enseignement n.c.a.;2009;0,126;FRA;France
D7;Autres transferts courants (*);GF10;10 - Protection sociale;Protection sociale;Securite sociale et oeuvres sociales;10 - Protection sociale;2009;22,618;FRA;France
D7;Autres transferts courants (*);GF1001;10 - Protection sociale;Protection sociale;Maladie et invalidite;10.1 - Maladie et invalidite;2009;13,904;FRA;France
D7;Autres transferts courants (*);GF1002;10 - Protection sociale;Protection sociale;Vieillesse;10.2 - Vieillesse;2009;1,829;FRA;France
D7;Autres transferts courants (*);GF1003;10 - Protection sociale;Protection sociale;Survivants;10.3 - Survivants;2009;0,137;FRA;France
D7;Autres transferts courants (*);GF1004;10 - Protection sociale;Protection sociale;Famille et enfants;10.4 - Famille et enfants;2009;4,025;FRA;France
D7;Autres transferts courants (*);GF1005;10 - Protection sociale;Protection sociale;Chomage;10.5 - Chomage;2009;0,315;FRA;France
D7;Autres transferts courants (*);GF1006;10 - Protection sociale;Protection sociale;Logement;10.6 - Logement;2009;1,113;FRA;France
D7;Autres transferts courants (*);GF1007;10 - Protection sociale;Protection sociale;Exclusion sociale n.c.a.;10.7 - Exclusion sociale n.c.a.;2009;0,928;FRA;France
D7;Autres transferts courants (*);GF1008;10 - Protection sociale;Protection sociale;RetD dans le domaine de la protection sociale;10.8 - R-D dans le domaine de la protection sociale;2009;0;FRA;France
D7;Autres transferts courants (*);GF1009;10 - Protection sociale;Protection sociale;Protection sociale n.c.a.;10.9 - Protection sociale n.c.a.;2009;0,366;FRA;France
D9;Transferts en capital (*);GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;2009;2,572;FRA;France
D9;Transferts en capital (*);GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;2009;1,669;FRA;France
D9;Transferts en capital (*);GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Aide economique exterieure;01.2 - Aide economique exterieure;2009;0,711;FRA;France
D9;Transferts en capital (*);GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux;01.3 - Services generaux;2009;0,181;FRA;France
D9;Transferts en capital (*);GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Recherche fondamentale;01.4 - Recherche fondamentale;2009;0,012;FRA;France
D9;Transferts en capital (*);GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;2009;0;FRA;France
D9;Transferts en capital (*);GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques n.c.a.;01.6 - Services generaux des administrations publiques n.c.a.;2009;0;FRA;France
D9;Transferts en capital (*);GF0107;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Operations concernant la dette publique;01.7 - Operations concernant la dette publique;2009;0;FRA;France
D9;Transferts en capital (*);GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Transferts de caractere general entre administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;2009;0;FRA;France
D9;Transferts en capital (*);GF02;02 - Defense;Defense;Defense nationale;02 - Defense;2009;0,216;FRA;France
D9;Transferts en capital (*);GF0201;02 - Defense;Defense;Defense militaire;02.1 - Defense militaire;2009;0,208;FRA;France
D9;Transferts en capital (*);GF0202;02 - Defense;Defense;Defense civile;02.2 - Defense civile;2009;0,001;FRA;France
D9;Transferts en capital (*);GF0203;02 - Defense;Defense;Aide militaire a des pays etrangers;02.3 - Aide militaire a des pays etrangers;2009;0;FRA;France
D9;Transferts en capital (*);GF0204;02 - Defense;Defense;R et D concernant la defense;02.4 - R-D concernant la defense;2009;0;FRA;France
D9;Transferts en capital (*);GF0205;02 - Defense;Defense;Defense n.c.a.;02.5 - Defense n.c.a.;2009;0,008;FRA;France
D9;Transferts en capital (*);GF03;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;2009;0,009;FRA;France
D9;Transferts en capital (*);GF0301;03 - Ordre et securite publics;Ordre et securite publics;Services de police;03.1 - Services de police;2009;0,004;FRA;France
D9;Transferts en capital (*);GF0302;03 - Ordre et securite publics;Ordre et securite publics;Services de protection civile;03.2 - Services de protection civile;2009;0,001;FRA;France
D9;Transferts en capital (*);GF0303;03 - Ordre et securite publics;Ordre et securite publics;Tribunaux;03.3 - Tribunaux;2009;0;FRA;France
D9;Transferts en capital (*);GF0304;03 - Ordre et securite publics;Ordre et securite publics;Administration penitentiaire;03.4 - Administration penitentiaire;2009;0,002;FRA;France
D9;Transferts en capital (*);GF0305;03 - Ordre et securite publics;Ordre et securite publics;RetD concernant l ordre et la securite publics;03.5 - R-D concernant l'ordre et la securite publics;2009;0;FRA;France
D9;Transferts en capital (*);GF0306;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics n.c.a.;03.6 - Ordre et securite publics n.c.a.;2009;0,002;FRA;France
D9;Transferts en capital (*);GF04;04 - Affaires economiques;Affaires economiques;Affaires economiques;04 - Affaires economiques;2009;9,976;FRA;France
D9;Transferts en capital (*);GF0401;04 - Affaires economiques;Affaires economiques;Tutelle de l economie generale, des echanges et de l emploi;04.1 - Tutelle de l'economie generale, des echanges et de l'emploi;2009;5,971;FRA;France
D9;Transferts en capital (*);GF0402;04 - Affaires economiques;Affaires economiques;Agriculture, sylviculture, peche et chasse;04.2 - Agriculture, sylviculture, peche et chasse;2009;0,403;FRA;France
D9;Transferts en capital (*);GF0403;04 - Affaires economiques;Affaires economiques;Combustibles et energie;04.3 - Combustibles et energie;2009;0,217;FRA;France
D9;Transferts en capital (*);GF0404;04 - Affaires economiques;Affaires economiques;Industries extractives et manufacturieres, construction;04.4 - Industries extractives et manufacturieres, construction;2009;0,015;FRA;France
D9;Transferts en capital (*);GF0405;04 - Affaires economiques;Affaires economiques;Transports;04.5 - Transports;2009;1,997;FRA;France
D9;Transferts en capital (*);GF0406;04 - Affaires economiques;Affaires economiques;Communications;04.6 - Communications;2009;0,012;FRA;France
D9;Transferts en capital (*);GF0407;04 - Affaires economiques;Affaires economiques;Autres branches d activite;04.7 - Autres branches d'activite;2009;0,844;FRA;France
D9;Transferts en capital (*);GF0408;04 - Affaires economiques;Affaires economiques;RetD concernant les affaires economiques;04.8 - R-D concernant les affaires economiques;2009;0,432;FRA;France
D9;Transferts en capital (*);GF0409;04 - Affaires economiques;Affaires economiques;Affaires economiques n.c.a.;04.9 - Affaires economiques n.c.a.;2009;0,086;FRA;France
D9;Transferts en capital (*);GF05;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement;05 - Protection de l'environnement;2009;0,295;FRA;France
D9;Transferts en capital (*);GF0501;05 - Protection de l environnement;Protection de l environnement;Gestion des dechets;05.1 - Gestion des dechets;2009;0,018;FRA;France
D9;Transferts en capital (*);GF0502;05 - Protection de l environnement;Protection de l environnement;Gestion des eaux usees;05.2 - Gestion des eaux usees;2009;0,002;FRA;France
D9;Transferts en capital (*);GF0503;05 - Protection de l environnement;Protection de l environnement;Lutte contre la pollution;05.3 - Lutte contre la pollution;2009;0,211;FRA;France
D9;Transferts en capital (*);GF0504;05 - Protection de l environnement;Protection de l environnement;Preservation de la diversite biologique et protection de la nature;05.4 - Preservation de la diversite biologique et protection de la nature;2009;0,047;FRA;France
D9;Transferts en capital (*);GF0505;05 - Protection de l environnement;Protection de l environnement;RetD dans le domaine de la protection de l environnement;05.5 - R-D dans le domaine de la protection de l'environnement;2009;0,003;FRA;France
D9;Transferts en capital (*);GF0506;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement n.c.a.;05.6 - Protection de l'environnement n.c.a.;2009;0,015;FRA;France
D9;Transferts en capital (*);GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et developpement collectif;06 - Logements et equipements collectifs;2009;7,279;FRA;France
D9;Transferts en capital (*);GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logements;06.1 - Logements;2009;6,705;FRA;France
D9;Transferts en capital (*);GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;equipements collectifs;06.2 - Equipements collectifs;2009;0,568;FRA;France
D9;Transferts en capital (*);GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;Alimentation en eau;06.3 - Alimentation en eau;2009;0,001;FRA;France
D9;Transferts en capital (*);GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;eclairage public;06.4 - Eclairage public;2009;0;FRA;France
D9;Transferts en capital (*);GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;2009;0,002;FRA;France
D9;Transferts en capital (*);GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et equipements collectifs n.c.a.;06.6 - Logement et equipements collectifs n.c.a.;2009;0,004;FRA;France
D9;Transferts en capital (*);GF07;07 - Sante;Sante;Sante;07 - Sante;2009;0,535;FRA;France
D9;Transferts en capital (*);GF0701;07 - Sante;Sante;Produits, appareils et materiels medicaux;07.1 - Produits, appareils et materiels medicaux;2009;0;FRA;France
D9;Transferts en capital (*);GF0702;07 - Sante;Sante;Services ambulatoires;07.2 - Services ambulatoires;2009;0;FRA;France
D9;Transferts en capital (*);GF0703;07 - Sante;Sante;Services hospitaliers;07.3 - Services hospitaliers;2009;0,521;FRA;France
D9;Transferts en capital (*);GF0704;07 - Sante;Sante;Services de sante publique;07.4 - Services de sante publique;2009;0,005;FRA;France
D9;Transferts en capital (*);GF0705;07 - Sante;Sante;RetD dans le domaine de la sante;07.5 - R-D dans le domaine de la sante;2009;0;FRA;France
D9;Transferts en capital (*);GF0706;07 - Sante;Sante;Sante n.c.a.;07.6 - Sante n.c.a.;2009;0,009;FRA;France
D9;Transferts en capital (*);GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et cultes;08 - Loisirs, culture et culte;2009;0,33;FRA;France
D9;Transferts en capital (*);GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services recreatifs et sportifs;08.1 - Services recreatifs et sportifs;2009;0,095;FRA;France
D9;Transferts en capital (*);GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services culturels;08.2 - Services culturels;2009;0,199;FRA;France
D9;Transferts en capital (*);GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services de radiodiffusion, de television et d edition;08.3 - Services de radiodiffusion, de television et d'edition;2009;0,033;FRA;France
D9;Transferts en capital (*);GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;Culte et autres services communautaires;08.4 - Culte et autres services communautaires;2009;0,002;FRA;France
D9;Transferts en capital (*);GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;RetD dans le domaine des loisirs, de la culture et du culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;2009;0;FRA;France
D9;Transferts en capital (*);GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et culte n.c.a.;08.6 - Loisirs, culture et culte n.c.a.;2009;0,001;FRA;France
D9;Transferts en capital (*);GF09;09 - Enseignement;Enseignement;Enseignement;09 - Enseignement;2009;0,299;FRA;France
D9;Transferts en capital (*);GF0901;09 - Enseignement;Enseignement;Enseignement preelementaire et primaire;09.1 - Enseignement preelementaire et primaire;2009;0,017;FRA;France
D9;Transferts en capital (*);GF0902;09 - Enseignement;Enseignement;Enseignement secondaire;09.2 - Enseignement secondaire;2009;0,137;FRA;France
D9;Transferts en capital (*);GF0903;09 - Enseignement;Enseignement;Enseignement postsecondaire non superieur;09.3 - Enseignement postsecondaire non superieur;2009;0,002;FRA;France
D9;Transferts en capital (*);GF0904;09 - Enseignement;Enseignement;Enseignement superieur;09.4 - Enseignement superieur;2009;0,032;FRA;France
D9;Transferts en capital (*);GF0905;09 - Enseignement;Enseignement;Enseignement non defini par niveau;09.5 - Enseignement non defini par niveau;2009;0,067;FRA;France
D9;Transferts en capital (*);GF0906;09 - Enseignement;Enseignement;Services annexes a l enseignement;09.6 - Services annexes a l'enseignement;2009;0,045;FRA;France
D9;Transferts en capital (*);GF0907;09 - Enseignement;Enseignement;RetD dans le domaine de l enseignement;09.7 - R-D dans le domaine de l'enseignement;2009;0;FRA;France
D9;Transferts en capital (*);GF0908;09 - Enseignement;Enseignement;Enseignement n.c.a.;09.8 - Enseignement n.c.a.;2009;0;FRA;France
D9;Transferts en capital (*);GF10;10 - Protection sociale;Protection sociale;Securite sociale et oeuvres sociales;10 - Protection sociale;2009;2,259;FRA;France
D9;Transferts en capital (*);GF1001;10 - Protection sociale;Protection sociale;Maladie et invalidite;10.1 - Maladie et invalidite;2009;0,23;FRA;France
D9;Transferts en capital (*);GF1002;10 - Protection sociale;Protection sociale;Vieillesse;10.2 - Vieillesse;2009;0,083;FRA;France
D9;Transferts en capital (*);GF1003;10 - Protection sociale;Protection sociale;Survivants;10.3 - Survivants;2009;0,229;FRA;France
D9;Transferts en capital (*);GF1004;10 - Protection sociale;Protection sociale;Famille et enfants;10.4 - Famille et enfants;2009;0,086;FRA;France
D9;Transferts en capital (*);GF1005;10 - Protection sociale;Protection sociale;Chomage;10.5 - Chomage;2009;1,028;FRA;France
D9;Transferts en capital (*);GF1006;10 - Protection sociale;Protection sociale;Logement;10.6 - Logement;2009;0,513;FRA;France
D9;Transferts en capital (*);GF1007;10 - Protection sociale;Protection sociale;Exclusion sociale n.c.a.;10.7 - Exclusion sociale n.c.a.;2009;0,028;FRA;France
D9;Transferts en capital (*);GF1008;10 - Protection sociale;Protection sociale;RetD dans le domaine de la protection sociale;10.8 - R-D dans le domaine de la protection sociale;2009;0;FRA;France
D9;Transferts en capital (*);GF1009;10 - Protection sociale;Protection sociale;Protection sociale n.c.a.;10.9 - Protection sociale n.c.a.;2009;0,062;FRA;France
P5L;Acquisition nette d actifs non financiers;GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;2009;14,872;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;2009;0,678;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Aide economique exterieure;01.2 - Aide economique exterieure;2009;0;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux;01.3 - Services generaux;2009;7,627;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Recherche fondamentale;01.4 - Recherche fondamentale;2009;6,319;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;2009;0,002;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques n.c.a.;01.6 - Services generaux des administrations publiques n.c.a.;2009;0,246;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Transferts de caractere general entre administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;2009;0;FRA;France
P5L;Acquisition nette d actifs non financiers;GF02;02 - Defense;Defense;Defense nationale;02 - Defense;2009;7,56;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0201;02 - Defense;Defense;Defense militaire;02.1 - Defense militaire;2009;7,105;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0202;02 - Defense;Defense;Defense civile;02.2 - Defense civile;2009;0,042;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0203;02 - Defense;Defense;Aide militaire a des pays etrangers;02.3 - Aide militaire a des pays etrangers;2009;0,005;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0204;02 - Defense;Defense;R et D concernant la defense;02.4 - R-D concernant la defense;2009;0,257;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0205;02 - Defense;Defense;Defense n.c.a.;02.5 - Defense n.c.a.;2009;0,152;FRA;France
P5L;Acquisition nette d actifs non financiers;GF03;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;2009;3,231;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0301;03 - Ordre et securite publics;Ordre et securite publics;Services de police;03.1 - Services de police;2009;1,358;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0302;03 - Ordre et securite publics;Ordre et securite publics;Services de protection civile;03.2 - Services de protection civile;2009;1,098;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0303;03 - Ordre et securite publics;Ordre et securite publics;Tribunaux;03.3 - Tribunaux;2009;0,414;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0304;03 - Ordre et securite publics;Ordre et securite publics;Administration penitentiaire;03.4 - Administration penitentiaire;2009;0,276;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0305;03 - Ordre et securite publics;Ordre et securite publics;RetD concernant l ordre et la securite publics;03.5 - R-D concernant l'ordre et la securite publics;2009;0,006;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0306;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics n.c.a.;03.6 - Ordre et securite publics n.c.a.;2009;0,079;FRA;France
P5L;Acquisition nette d actifs non financiers;GF04;04 - Affaires economiques;Affaires economiques;Affaires economiques;04 - Affaires economiques;2009;28,36;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0401;04 - Affaires economiques;Affaires economiques;Tutelle de l economie generale, des echanges et de l emploi;04.1 - Tutelle de l'economie generale, des echanges et de l'emploi;2009;0,63;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0402;04 - Affaires economiques;Affaires economiques;Agriculture, sylviculture, peche et chasse;04.2 - Agriculture, sylviculture, peche et chasse;2009;0,621;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0403;04 - Affaires economiques;Affaires economiques;Combustibles et energie;04.3 - Combustibles et energie;2009;1,194;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0404;04 - Affaires economiques;Affaires economiques;Industries extractives et manufacturieres, construction;04.4 - Industries extractives et manufacturieres, construction;2009;0,053;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0405;04 - Affaires economiques;Affaires economiques;Transports;04.5 - Transports;2009;16,723;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0406;04 - Affaires economiques;Affaires economiques;Communications;04.6 - Communications;2009;0,006;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0407;04 - Affaires economiques;Affaires economiques;Autres branches d activite;04.7 - Autres branches d'activite;2009;1,297;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0408;04 - Affaires economiques;Affaires economiques;RetD concernant les affaires economiques;04.8 - R-D concernant les affaires economiques;2009;7,693;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0409;04 - Affaires economiques;Affaires economiques;Affaires economiques n.c.a.;04.9 - Affaires economiques n.c.a.;2009;0,144;FRA;France
P5L;Acquisition nette d actifs non financiers;GF05;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement;05 - Protection de l'environnement;2009;4,97;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0501;05 - Protection de l environnement;Protection de l environnement;Gestion des dechets;05.1 - Gestion des dechets;2009;1,313;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0502;05 - Protection de l environnement;Protection de l environnement;Gestion des eaux usees;05.2 - Gestion des eaux usees;2009;2,917;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0503;05 - Protection de l environnement;Protection de l environnement;Lutte contre la pollution;05.3 - Lutte contre la pollution;2009;0,071;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0504;05 - Protection de l environnement;Protection de l environnement;Preservation de la diversite biologique et protection de la nature;05.4 - Preservation de la diversite biologique et protection de la nature;2009;0,345;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0505;05 - Protection de l environnement;Protection de l environnement;RetD dans le domaine de la protection de l environnement;05.5 - R-D dans le domaine de la protection de l'environnement;2009;0,17;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0506;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement n.c.a.;05.6 - Protection de l'environnement n.c.a.;2009;0,155;FRA;France
P5L;Acquisition nette d actifs non financiers;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et developpement collectif;06 - Logements et equipements collectifs;2009;8,191;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logements;06.1 - Logements;2009;0,379;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;equipements collectifs;06.2 - Equipements collectifs;2009;5,582;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;Alimentation en eau;06.3 - Alimentation en eau;2009;1,641;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;eclairage public;06.4 - Eclairage public;2009;0,571;FRA;France
